Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
343;5800173385;"Recent Patents on Anti-Cancer Drug Discovery";journal;"15748928, 22123970";0,540;Q3;52;41;103;3859;252;100;2,51;94,12;48,44;0;40;United Arab Emirates;Middle East;"Bentham Science Publishers B.V.";"2006-2023";"Medicine (miscellaneous) (Q2); Cancer Research (Q3); Drug Discovery (Q3); Oncology (Q3); Pharmacology (medical) (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
344;20659;"Critical Reviews in Therapeutic Drug Carrier Systems";journal;"07434863, 2162660X";0,536;Q2;82;17;53;3290;172;53;2,83;193,53;37,14;0;9;United States;Northern America;"Begell House Inc.";"1984-2023";"Medicine (miscellaneous) (Q2); Pharmaceutical Science (Q2); Pharmacology (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
345;21100841779;"ADMET and DMPK";journal;"18487718";0,533;Q1;21;39;67;2624;225;64;3,36;67,28;42,64;0;11;Croatia;Eastern Europe;"International Association of Physical Chemists";"2013-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Chemistry (miscellaneous) (Q2); Health (social science) (Q2); Medicine (miscellaneous) (Q2); Pharmacology (medical) (Q3)";"Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics; Social Sciences"
346;21100218529;"Value in Health Regional Issues";journal;"22121099, 22121102";0,525;Q1;28;89;268;3569;416;254;1,48;40,10;53,05;1;49;United States;Northern America;"Elsevier Inc.";"2012-2023";"Economics, Econometrics and Finance (miscellaneous) (Q1); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1); Health Policy (Q2)";"Economics, Econometrics and Finance; Medicine; Pharmacology, Toxicology and Pharmaceutics"
347;20064;"Biological and Pharmaceutical Bulletin";journal;"13475215, 09186158";0,518;Q2;134;247;805;8546;1578;794;1,74;34,60;33,31;0;102;Japan;Asiatic Region;"Pharmaceutical Society of Japan";"1993-2023";"Pharmaceutical Science (Q2); Medicine (miscellaneous) (Q3); Pharmacology (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
348;22319;"Toxicon";journal;"18793150, 00410101";0,516;Q3;144;270;699;14577;1951;689;2,72;53,99;43,28;0;70;United Kingdom;Western Europe;"Elsevier Ltd";"1962-2023";"Toxicology (Q3)";"Pharmacology, Toxicology and Pharmaceutics"
349;21100455212;"Biomedical Reports";journal;"20499434, 20499442";0,514;Q2;38;108;322;5534;760;321;2,58;51,24;39,72;0;59;Greece;Western Europe;"Spandidos Publications";"2014-2023";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Medicine (miscellaneous) (Q3); Neuroscience (miscellaneous) (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
350;18500157900;"Food Additives and Contaminants - Part A Chemistry, Analysis, Control, Exposure and Risk Assessment";journal;"19440057, 19440049";0,513;Q3;65;0;415;0;1312;415;2,89;0,00;0,00;0;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2023";"Chemistry (miscellaneous) (Q2); Food Science (Q2); Public Health, Environmental and Occupational Health (Q2); Health, Toxicology and Mutagenesis (Q3); Medicine (miscellaneous) (Q3); Toxicology (Q3)";"Agricultural and Biological Sciences; Chemistry; Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
351;23050;"Journal of Microencapsulation";journal;"02652048, 14645246";0,511;Q2;88;43;145;2620;535;145;3,26;60,93;49,10;0;8;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1984-2023";"Organic Chemistry (Q2); Pharmaceutical Science (Q2); Physical and Theoretical Chemistry (Q2); Bioengineering (Q3); Colloid and Surface Chemistry (Q3)";"Chemical Engineering; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
352;23479;"Journal of Physiology and Pharmacology";journal;"08675910, 18991505";0,509;Q3;89;61;257;3121;567;257;2,06;51,16;46,26;0;32;Poland;Eastern Europe;"Polish Physiological Society";"1991-2023";"Medicine (miscellaneous) (Q3); Pharmacology (Q3); Physiology (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
353;25788;"Bioorganic and Medicinal Chemistry Letters";journal;"14643405, 0960894X";0,508;Q2;166;306;1562;10187;4179;1562;2,58;33,29;36,40;0;155;United Kingdom;Western Europe;"Elsevier Ltd";"1991-2023";"Organic Chemistry (Q2); Pharmaceutical Science (Q2); Biochemistry (Q3); Clinical Biochemistry (Q3); Drug Discovery (Q3); Molecular Biology (Q3); Molecular Medicine (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
354;19700175029;"Pharmacogenomics and Personalized Medicine";journal;"11787066";0,508;Q3;37;95;303;4240;582;301;1,94;44,63;42,08;0;59;New Zealand;Pacific Region;"Dove Medical Press Ltd.";"2009-2023";"Molecular Medicine (Q3); Pharmacology (Q3)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
355;16533;"Phytochemical Analysis";journal;"09580344, 10991565";0,508;Q3;83;95;289;4235;960;288;3,05;44,58;46,10;0;17;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1990-2023";"Complementary and Alternative Medicine (Q1); Analytical Chemistry (Q2); Food Science (Q2); Plant Science (Q2); Biochemistry (Q3); Drug Discovery (Q3); Medicine (miscellaneous) (Q3); Molecular Medicine (Q3)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
356;19300156901;"Dose-Response";journal;"15593258";0,507;Q3;48;53;442;2484;1017;393;2,08;46,87;47,58;0;21;United States;Northern America;"International Dose-Response Society";"2008-2023";"Public Health, Environmental and Occupational Health (Q2); Chemical Health and Safety (Q3); Health, Toxicology and Mutagenesis (Q3); Toxicology (Q3)";"Chemical Engineering; Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
357;21100241601;"Toxicology Research";journal;"2045452X, 20454538";0,505;Q3;47;102;309;5483;749;307;2,28;53,75;47,64;1;39;United Kingdom;Western Europe;"Oxford University Press";"2012-2023";"Health, Toxicology and Mutagenesis (Q3); Toxicology (Q3)";"Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
358;29318;"Anti-Cancer Agents in Medicinal Chemistry";journal;"18715206, 18755992";0,503;Q3;108;201;723;12531;2011;702;2,69;62,34;40,91;0;184;United Arab Emirates;Middle East;"Bentham Science Publishers B.V.";"2006-2023";"Cancer Research (Q3); Molecular Medicine (Q3); Pharmacology (Q3)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
359;23363;"Canadian Journal of Physiology and Pharmacology";journal;"00084212, 12057541";0,499;Q3;95;66;379;2685;703;372;1,75;40,68;45,05;0;29;Canada;Northern America;"National Research Council of Canada";"1964-2023";"Medicine (miscellaneous) (Q3); Pharmacology (Q3); Physiology (Q3); Physiology (medical) (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
360;12328;"Current Therapeutic Research";journal;"0011393X, 18790313";0,495;Q3;46;37;110;1384;214;108;1,60;37,41;41,15;0;12;United States;Northern America;"Elsevier Inc.";"1959-2023";"Pharmacology (Q3); Pharmacology (medical) (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
361;23129;"Journal of Veterinary Pharmacology and Therapeutics";journal;"01407783, 13652885";0,495;Q3;67;51;254;1815;378;242;1,68;35,59;47,13;0;6;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1978-2023";"Veterinary (miscellaneous) (Q2); Pharmacology (Q3)";"Pharmacology, Toxicology and Pharmaceutics; Veterinary"
362;22456;"International Journal of Pharmacy Practice";journal;"09617671, 20427174";0,493;Q2;44;89;276;2806;440;244;1,38;31,53;59,75;1;29;United Kingdom;Western Europe;"Oxford University Press";"1991-2023";"Pharmacy (Q1); Pharmaceutical Science (Q2); Health Policy (Q3); Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)";"Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics"
363;28675;"Brazilian Journal of Medical and Biological Research";journal;"0100879X, 1414431X";0,492;Q2;98;111;420;3980;889;417;1,95;35,86;51,18;0;50;Brazil;Latin America;"Associacao Brasileira de Divulgacao Cientifica";"1973-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Biochemistry (Q3); Biophysics (Q3); Immunology (Q3); Medicine (miscellaneous) (Q3); Neuroscience (miscellaneous) (Q3); Physiology (Q3); Cell Biology (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
364;15581;"Current Pharmaceutical Biotechnology";journal;"13892010, 18734316";0,492;Q2;97;145;488;13902;1310;468;2,51;95,88;37,13;1;90;Netherlands;Western Europe;"Bentham Science Publishers B.V.";"2000-2023";"Pharmaceutical Science (Q2); Biotechnology (Q3)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
365;19500157062;"Current Cardiovascular Risk Reports";journal;"19329563, 19329520";0,491;Q3;34;21;72;1537;119;72;1,94;73,19;38,46;0;12;United States;Northern America;"Current Medicine Group";"2007-2023";"Pharmacology (Q3); Pharmacology (medical) (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
366;19700174628;"Iranian Journal of Basic Medical Sciences";journal;"20083874, 20083866";0,484;Q3;57;168;584;8792;1411;581;2,29;52,33;43,89;0;68;Iran;Middle East;"Mashhad University of Medical Sciences";"2007-2023";"Biochemistry (Q3); Biophysics (Q3); Clinical Biochemistry (Q3); Drug Discovery (Q3); Immunology and Microbiology (miscellaneous)  (Q3)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics"
367;11300153402;"Biomarkers in Medicine";journal;"17520363, 17520371";0,481;Q3;56;91;431;3625;801;414;1,70;39,84;37,91;0;57;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2023";"Biochemistry (medical) (Q3); Clinical Biochemistry (Q3); Drug Discovery (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
368;19700201141;"Journal of Ayurveda and Integrative Medicine";journal;"09759476, 09762809";0,481;Q3;39;137;369;4508;919;337;2,10;32,91;38,94;0;47;Netherlands;Western Europe;"Elsevier B.V.";"2010-2023";"Complementary and Alternative Medicine (Q2); Drug Discovery (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
369;28727;"Anti-Cancer Drugs";journal;"09594973, 14735741";0,476;Q3;102;143;526;4507;1045;525;1,89;31,52;44,60;0;132;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1990-2023";"Cancer Research (Q3); Oncology (Q3); Pharmacology (Q3); Pharmacology (medical) (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
370;21101044928;"Beni-Suef University Journal of Basic and Applied Sciences";journal;"23148543, 23148535";0,476;Q2;18;118;306;6413;969;304;2,66;54,35;51,31;0;63;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2019-2023";"Agricultural and Biological Sciences (miscellaneous) (Q2); Pharmaceutical Science (Q2); Medicine (miscellaneous) (Q3)";"Agricultural and Biological Sciences; Medicine; Pharmacology, Toxicology and Pharmaceutics"
371;21099;"Pharmaceutical Development and Technology";journal;"10837450, 10979867";0,476;Q2;70;86;328;5162;1012;324;2,57;60,02;49,87;0;25;United States;Northern America;"Informa Healthcare";"1996-2023";"Pharmaceutical Science (Q2); Medicine (miscellaneous) (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
372;14805;"Steroids";journal;"0039128X, 18785867";0,476;Q3;114;110;346;6032;899;342;2,28;54,84;42,74;0;52;United States;Northern America;"Elsevier Inc.";"1963-2023";"Organic Chemistry (Q2); Biochemistry (Q3); Clinical Biochemistry (Q3); Endocrinology (Q3); Molecular Biology (Q3); Pharmacology (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
373;21190;"Drug Development and Industrial Pharmacy";journal;"03639045, 15205762";0,475;Q2;100;71;454;3365;1412;454;2,31;47,39;46,77;0;18;United States;Northern America;"Informa Healthcare";"1974, 1976-2023";"Organic Chemistry (Q2); Pharmaceutical Science (Q2); Drug Discovery (Q3); Pharmacology (Q3)";"Chemistry; Pharmacology, Toxicology and Pharmaceutics"
374;25149;"Journal of Toxicological Sciences";journal;"18803989, 03881350";0,473;Q3;59;61;186;2232;364;160;1,78;36,59;34,53;0;18;Japan;Asiatic Region;"Japanese Society of Toxicological Sciences";"1976-2023";"Medicine (miscellaneous) (Q3); Toxicology (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
375;21101028570;"Advances in Pharmacological and Pharmaceutical Sciences";journal;"26334682, 26334690";0,471;Q2;46;40;122;2294;361;122;2,52;57,35;48,99;0;18;United Kingdom;Western Europe;"Hindawi Limited";"2020-2023";"Organic Chemistry (Q2); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Biochemistry (Q3); Pharmacology (medical) (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
376;15240;"Iranian Journal of Medical Sciences";journal;"17353688, 02530716";0,468;Q2;40;79;202;2276;332;166;1,49;28,81;47,31;0;31;Iran;Middle East;"Shiraz University of Medical Sciences";"1979-1981, 1989-2023";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Clinical Psychology (Q3); Immunology and Microbiology (miscellaneous)  (Q3); Medicine (miscellaneous) (Q3)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics; Psychology"
377;21101077111;"Phytomedicine Plus";journal;"26670313";0,468;Q2;18;119;369;7518;1106;368;3,00;63,18;38,56;0;63;Netherlands;Western Europe;"Elsevier B.V.";"2021-2023";"Complementary and Alternative Medicine (Q2); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
378;25111;"International Journal of Toxicology";journal;"10915818, 1092874X";0,467;Q3;71;91;171;2897;335;156;1,30;31,84;48,61;0;14;United States;Northern America;"SAGE Publications Inc.";"1982-2023";"Toxicology (Q3)";"Pharmacology, Toxicology and Pharmaceutics"
379;25223;"Toxicology and Industrial Health";journal;"07482337, 14770393";0,466;Q3;69;63;249;3179;513;243;1,77;50,46;47,69;0;27;United Kingdom;Western Europe;"SAGE Publications Ltd";"1985-2023";"Health, Toxicology and Mutagenesis (Q3); Public Health, Environmental and Occupational Health (Q3); Toxicology (Q3)";"Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
380;19600157763;"Research in Pharmaceutical Sciences";journal;"17355362, 17359414";0,463;Q2;42;60;181;2568;420;181;2,40;42,80;50,21;0;34;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2009-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2)";"Pharmacology, Toxicology and Pharmaceutics"
381;21328;"European Journal of Drug Metabolism and Pharmacokinetics";journal;"21070180, 03787966";0,462;Q3;47;61;210;2589;392;204;1,81;42,44;39,69;0;15;France;Western Europe;"Springer Paris";"1976-2023";"Pharmacology (Q3); Pharmacology (medical) (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
382;130016;"Cutaneous and Ocular Toxicology";journal;"15569527, 15569535";0,457;Q3;37;42;153;1584;277;149;1,74;37,71;43,68;0;14;United Kingdom;Western Europe;"Informa Healthcare";"1982-2000, 2005-2023";"Medicine (miscellaneous) (Q3); Toxicology (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
383;20049;"Behavioural Pharmacology";journal;"14735849, 09558810";0,455;Q3;87;49;197;2397;323;193;1,67;48,92;43,64;0;13;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1992-2023";"Pharmacology (Q3); Psychiatry and Mental Health (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
384;16067;"Reading Teacher";journal;"00340561";0,455;Q3;60;95;264;3409;393;228;1,33;35,88;85,19;0;42;United States;Northern America;"Wiley-Blackwell";"1995-2023";"Linguistics and Language (Q1); Pharmacology (Q3); Pharmacology (medical) (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics; Social Sciences"
385;19700200821;"Therapeutic Delivery";journal;"20415990, 20416008";0,455;Q2;63;56;177;3281;480;157;2,16;58,59;42,56;0;21;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2023";"Pharmaceutical Science (Q2)";"Pharmacology, Toxicology and Pharmaceutics"
386;20663;"Current Drug Metabolism";journal;"18755453, 13892002";0,453;Q3;122;69;312;5722;643;287;2,08;82,93;42,99;0;16;Netherlands;Western Europe;"Bentham Science Publishers B.V.";"2000-2023";"Clinical Biochemistry (Q3); Pharmacology (Q3)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
387;4000152107;"Journal of Venomous Animals and Toxins Including Tropical Diseases";journal;"16789199";0,453;Q3;41;20;131;1498;307;131;2,19;74,90;51,58;0;5;United Kingdom;Western Europe;"Centro de Estudos de Venenos e Animais Peconhentos";"2006-2023";"Animal Science and Zoology (Q2); Infectious Diseases (Q3); Parasitology (Q3); Toxicology (Q3)";"Agricultural and Biological Sciences; Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
388;13671;"Biologicals";journal;"10958320, 10451056";0,452;Q3;66;42;154;1276;287;152;1,49;30,38;42,99;0;18;United States;Northern America;"Academic Press";"1990-2023";"Applied Microbiology and Biotechnology (Q3); Bioengineering (Q3); Biotechnology (Q3); Immunology and Microbiology (miscellaneous)  (Q3); Medicine (miscellaneous) (Q3); Pharmacology (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
389;130025;"Current Drug Delivery";journal;"15672018, 18755704";0,451;Q2;72;108;295;9600;813;284;2,63;88,89;44,67;0;45;United Arab Emirates;Middle East;"Bentham Science Publishers B.V.";"2004-2023";"Pharmaceutical Science (Q2)";"Pharmacology, Toxicology and Pharmaceutics"
390;21100239265;"PharmaNutrition";journal;"22134344";0,451;Q3;30;32;116;2047;309;106;2,78;63,97;50,63;0;16;Netherlands;Western Europe;"Elsevier B.V.";"2013-2023";"Food Science (Q2); Pharmacology (Q3); Pharmacology (medical) (Q3)";"Agricultural and Biological Sciences; Medicine; Pharmacology, Toxicology and Pharmaceutics"
391;19500157042;"Currents in Pharmacy Teaching and Learning";journal;"18771300, 18771297";0,450;Q2;31;148;656;3196;778;600;1,01;21,59;68,94;0;50;United States;Northern America;"Elsevier Inc.";"2009-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Pharmacy (Q2)";"Health Professions; Pharmacology, Toxicology and Pharmaceutics"
392;21790;"Antiviral Therapy";journal;"20402058, 13596535";0,447;Q3;93;24;105;935;154;102;1,45;38,96;47,24;0;20;United Kingdom;Western Europe;"Sage Publications";"1996-2023";"Infectious Diseases (Q3); Pharmacology (Q3); Pharmacology (medical) (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
393;21744;"Planta Medica";journal;"14390221, 00320943";0,445;Q2;135;86;416;4012;1010;407;2,07;46,65;45,17;0;26;Germany;Western Europe;"Georg Thieme Verlag";"1961, 1965-2023";"Analytical Chemistry (Q2); Complementary and Alternative Medicine (Q2); Pharmaceutical Science (Q2); Drug Discovery (Q3); Molecular Medicine (Q3); Organic Chemistry (Q3); Pharmacology (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
394;21101079251;"Recent advances in inflammation & allergy drug discovery";journal;"27722716, 27722708";0,443;Q3;37;19;42;1111;84;35;0,86;58,47;35,14;0;9;United Arab Emirates;Middle East;"Bentham Science Publishers";"2021-2023";"Drug Discovery (Q3); Immunology and Allergy (Q3); Pharmacology (medical) (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
395;21101055116;"Current Reviews in Clinical and Experimental Pharmacology";journal;"27724328, 27724336";0,440;Q2;49;21;98;1935;184;92;1,29;92,14;49,25;0;13;United Arab Emirates;Middle East;"Bentham Science Publishers";"2021-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Pharmacology (medical) (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
396;25109;"Inhalation Toxicology";journal;"08958378, 10917691";0,440;Q3;97;32;111;1810;226;107;2,02;56,56;40,45;1;17;United Kingdom;Western Europe;"Informa Healthcare";"1989-2023";"Health, Toxicology and Mutagenesis (Q3); Toxicology (Q3)";"Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
397;29947;"Journal of Chemotherapy";journal;"1120009X, 19739478";0,439;Q3;56;125;197;5160;347;179;1,80;41,28;46,01;0;91;United Kingdom;Western Europe;"Maney Publishing";"1989-2023";"Infectious Diseases (Q3); Medicine (miscellaneous) (Q3); Oncology (Q3); Pharmacology (Q3); Pharmacology (medical) (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
398;21167;"Pharmacogenomics";journal;"14622416, 17448042";0,439;Q3;100;90;325;3614;522;314;1,54;40,16;51,38;0;34;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2000-2023";"Genetics (Q3); Molecular Medicine (Q3); Pharmacology (Q3)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
399;16948;"Chirality";journal;"1520636X, 08990042";0,438;Q3;83;87;326;4801;782;321;2,77;55,18;28,02;0;4;United States;Northern America;"Wiley-Liss Inc.";"1989-2023";"Analytical Chemistry (Q2); Catalysis (Q3); Drug Discovery (Q3); Organic Chemistry (Q3); Pharmacology (Q3); Spectroscopy (Q3)";"Chemical Engineering; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
400;4900153304;"Archives of Environmental and Occupational Health";journal;"19338244, 21544700";0,435;Q3;68;61;212;2228;409;207;1,91;36,52;53,67;1;39;United States;Northern America;"Taylor and Francis Ltd.";"2005-2023";"Environmental Science (miscellaneous) (Q2); Health, Toxicology and Mutagenesis (Q3); Public Health, Environmental and Occupational Health (Q3); Toxicology (Q3)";"Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
401;145580;"International Journal of Peptide Research and Therapeutics";journal;"15733149, 15733904";0,433;Q3;45;102;643;7228;1540;641;2,37;70,86;44,25;0;43;Netherlands;Western Europe;"Springer Netherlands";"1996-2002, 2005-2023";"Analytical Chemistry (Q3); Biochemistry (Q3); Bioengineering (Q3); Drug Discovery (Q3); Molecular Medicine (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
402;21101039768;"JACCP Journal of the American College of Clinical Pharmacy";journal;"25749870";0,433;Q2;19;167;497;5047;643;412;1,09;30,22;63,48;0;50;United States;Northern America;"Wiley-Blackwell Publishing Ltd";"2018-2023";"Pharmaceutical Science (Q2); Pharmacy (Q2); Pharmacology (medical) (Q3)";"Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics"
403;19700188217;"Bioanalysis";journal;"17576180, 17576199";0,430;Q2;70;121;442;4027;742;402;1,63;33,28;42,96;0;16;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2023";"Medical Laboratory Technology (Q2); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Analytical Chemistry (Q3); Clinical Biochemistry (Q3); Medicine (miscellaneous) (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics"
404;19700174889;"Drug Target Insights";journal;"11773928";0,429;Q2;16;16;23;617;52;22;2,28;38,56;29,82;0;8;Italy;Western Europe;"AboutScience Srl";"2008-2009, 2011-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Clinical Biochemistry (Q3); Medicine (miscellaneous) (Q3); Pharmacology (medical) (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
405;25146;"Journal of Pharmacological and Toxicological Methods";journal;"1873488X, 10568719";0,428;Q3;83;48;165;2160;250;162;1,29;45,00;38,46;0;12;United States;Northern America;"Elsevier Inc.";"1992-2002, 2004-2023";"Pharmacology (Q3); Toxicology (Q3)";"Pharmacology, Toxicology and Pharmaceutics"
406;25171;"Mycotoxin Research";journal;"18671632, 01787888";0,428;Q3;46;33;99;1953;279;97;2,39;59,18;45,36;0;8;Germany;Western Europe;"Springer-Verlag GmbH and Co. KG";"1985-2023";"Biotechnology (Q3); Microbiology (Q3); Toxicology (Q3)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics"
407;21256;"Drugs of Today";journal;"16993993, 16994019";0,427;Q3;57;16;159;927;270;159;1,67;57,94;29,09;0;8;Spain;Western Europe;"Prous Science";"1968, 1978-2023";"Medicine (miscellaneous) (Q3); Pharmacology (Q3); Pharmacology (medical) (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
408;21100197929;"Toxicological Research";journal;"19768257, 22342753";0,418;Q3;42;60;136;3291;304;136;2,32;54,85;44,99;0;18;South Korea;Asiatic Region;"Koreal Association of Medical Journal Editors";"2008-2023";"Health, Toxicology and Mutagenesis (Q3); Toxicology (Q3)";"Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
409;83645;"Ergebnisse der Physiologie Biologischen Chemie und Experimentellen Pharmakologie";journal;"00802042";0,416;Q3;12;19;44;2934;116;9;2,56;154,42;0,00;0;12;Germany;Western Europe;"Springer Verlag";"1902-1914, 1916, 1918-1926, 1928-1941, 1944, 1950, 1952, 1955, 1957, 1959, 1961-1974, 1986-1989, 2016, 2018-2023";"Biochemistry (Q3); Medicine (miscellaneous) (Q3); Pharmacology (Q3); Physiology (Q3); Physiology (medical) (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
410;25129;"Journal of Environmental Pathology, Toxicology and Oncology";journal;"07318898";0,415;Q3;50;25;87;1741;172;87;1,75;69,64;37,80;0;22;United States;Northern America;"Begell House Inc.";"1984-1990, 1992-2023";"Health, Toxicology and Mutagenesis (Q3); Medicine (miscellaneous) (Q3); Pathology and Forensic Medicine (Q3); Toxicology (Q3)";"Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
411;19398;"Acta Pharmaceutica";journal;"18469558, 13300075";0,413;Q2;67;45;123;2078;300;123;2,30;46,18;56,80;0;27;Croatia;Eastern Europe;"Croatian Pharmaceutical Society";"1986, 1992-2023";"Pharmaceutical Science (Q2); Medicine (miscellaneous) (Q3); Pharmacology (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
