Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
323;21101039768;"JACCP Journal of the American College of Clinical Pharmacy";journal;"25749870";0,433;Q2;19;167;497;5047;643;412;1,09;30,22;63,48;0;50;United States;Northern America;"Wiley-Blackwell Publishing Ltd";"2018-2023";"Pharmaceutical Science (Q2); Pharmacy (Q2); Pharmacology (medical) (Q3)";"Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics"
324;21100799507;"Journal of audiology and otology";journal;"23841621, 23841710";0,432;Q2;23;34;89;1066;109;89;1,09;31,35;50,00;0;4;South Korea;Asiatic Region;"Korean Audiological Society and Korean Otological Society";"2016-2023";"Speech and Hearing (Q2); Otorhinolaryngology (Q3); Sensory Systems (Q4)";"Health Professions; Medicine; Neuroscience"
325;21101051210;"Journal of Advances in Medical Education and Professionalism";journal;"23222220, 23223561";0,431;Q2;11;24;117;751;195;94;1,43;31,29;44,32;0;9;Iran;Middle East;"Shriaz University of Medical Sciences";"2019-2023";"Education (Q2); Health Professions (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)";"Health Professions; Medicine; Social Sciences"
326;19700188217;"Bioanalysis";journal;"17576180, 17576199";0,430;Q2;70;121;442;4027;742;402;1,63;33,28;42,96;0;16;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2023";"Medical Laboratory Technology (Q2); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Analytical Chemistry (Q3); Clinical Biochemistry (Q3); Medicine (miscellaneous) (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics"
327;18886;"Sexuality and Disability";journal;"15736717, 01461044";0,430;Q2;50;52;154;2309;273;141;1,44;44,40;73,51;0;36;United States;Northern America;"Kluwer Academic/Human Sciences Press Inc.";"1978-1987, 1991-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2)";"Health Professions; Medicine"
328;20032;"Acta Radiologica";journal;"02841851, 16000455";0,429;Q3;81;367;615;10968;968;599;1,57;29,89;35,81;0;137;United Kingdom;Western Europe;"SAGE Publications Ltd";"1921-2023";"Medicine (miscellaneous) (Q3); Radiological and Ultrasound Technology (Q3); Radiology, Nuclear Medicine and Imaging (Q3)";"Health Professions; Medicine"
329;21101142560;"Translational Journal of the American College of Sports Medicine";journal;"23792868";0,429;Q2;6;20;54;556;80;53;1,48;27,80;47,12;0;7;United States;Northern America;"Lippincott Williams and Wilkins";"2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Orthopedics and Sports Medicine (Q3)";"Health Professions; Medicine"
330;19835;"Current Sports Medicine Reports";journal;"15378918, 1537890X";0,427;Q3;66;96;339;2433;513;296;1,28;25,34;34,63;0;11;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"2002-2023";"Medicine (miscellaneous) (Q3); Orthopedics and Sports Medicine (Q3); Public Health, Environmental and Occupational Health (Q3); Sports Science (Q3)";"Health Professions; Medicine"
331;23446;"Journal of Applied Biomechanics";journal;"15432688, 10658483";0,427;Q3;69;51;203;2420;231;192;1,02;47,45;27,19;0;3;United States;Northern America;"Human Kinetics Publishers Inc.";"1995-2023";"Rehabilitation (Q2); Biophysics (Q3); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
332;19887;"Journal of Sports Medicine and Physical Fitness";journal;"18271928, 00224707";0,427;Q2;76;174;676;6501;908;639;1,29;37,36;28,52;0;31;Italy;Western Europe;"Edizioni Minerva Medica S.p.A.";"1962-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Health Professions; Medicine"
333;21100400818;"Practical Laboratory Medicine";journal;"23525517";0,426;Q3;18;41;154;971;284;151;1,87;23,68;39,27;0;15;Netherlands;Western Europe;"Elsevier B.V.";"2015-2023";"Clinical Biochemistry (Q3); Radiological and Ultrasound Technology (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions"
334;21101137854;"HRB Open Research";journal;"25154826";0,425;Q2;11;2;210;76;247;210;1,15;38,00;71,43;0;1;United Kingdom;Western Europe;"F1000 Research Ltd";"2018-2022";"Health Professions (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)";"Health Professions; Medicine"
335;17270;"Medical Dosimetry";journal;"18734022, 09583947";0,425;Q3;46;69;214;1768;259;211;1,15;25,62;30,46;0;34;United States;Northern America;"Elsevier Inc.";"1988-2023";"Oncology (Q3); Radiological and Ultrasound Technology (Q3); Radiology, Nuclear Medicine and Imaging (Q3)";"Health Professions; Medicine"
336;4700151608;"Journal of the Philosophy of Sport";journal;"00948705";0,422;Q3;33;24;86;797;126;85;1,79;33,21;27,78;0;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1974-1993, 1995-2023";"Health (social science) (Q2); Social Sciences (miscellaneous) (Q2); Sports Science (Q3)";"Health Professions; Social Sciences"
337;29854;"Occupational Therapy International";journal;"15570703, 09667903";0,421;Q2;45;37;123;1620;219;123;1,67;43,78;72,79;1;13;Egypt;Africa/Middle East;"Hindawi Limited";"1994-2023";"Occupational Therapy (Q2); Medicine (miscellaneous) (Q3)";"Health Professions; Medicine"
338;35303;"Journal of Manipulative and Physiological Therapeutics";journal;"01614754, 15326586";0,419;Q1;83;17;258;761;336;241;1,03;44,76;42,17;0;1;United States;Northern America;"Elsevier Inc.";"1982-2023";"Chiropractics (Q1)";"Health Professions"
339;21100235634;"European Journal of Physiotherapy";journal;"21679177, 21679169";0,418;Q2;14;81;165;3401;207;137;1,43;41,99;49,65;1;21;United Kingdom;Western Europe;"Informa Healthcare";"2013-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q2)";"Health Professions"
340;28682;"British Journal of Occupational Therapy";journal;"03080226, 14776006";0,416;Q2;54;102;272;3782;413;237;1,27;37,08;70,48;1;31;United Kingdom;Western Europe;"SAGE Publications Inc.";"1974-1976, 1996-2023";"Occupational Therapy (Q2)";"Health Professions"
341;12100156093;"Sport, Ethics and Philosophy";journal;"17511321, 1751133X";0,414;Q2;24;55;112;2225;157;103;1,31;40,45;23,53;0;7;United Kingdom;Western Europe;"Routledge";"2007-2023";"Philosophy (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Arts and Humanities; Health Professions"
342;4000148707;"Explore: The Journal of Science and Healing";journal;"18787541, 15508307";0,412;Q2;48;181;334;6120;523;301;1,55;33,81;52,99;1;36;United States;Northern America;"Elsevier Inc.";"2005-2023";"Chiropractics (Q2); Complementary and Alternative Medicine (Q2); Nursing (miscellaneous) (Q2); Analysis (Q3); Medicine (miscellaneous) (Q3)";"Health Professions; Mathematics; Medicine; Nursing"
343;19400156832;"Brain Impairment";journal;"18395252, 14439646";0,410;Q2;28;49;56;2342;83;53;1,29;47,80;65,38;0;17;United Kingdom;Western Europe;"";"2004, 2008-2023";"Speech and Hearing (Q2); Cognitive Neuroscience (Q3); Neurology (Q3); Neurology (clinical) (Q3); Neuropsychology and Physiological Psychology (Q3); Behavioral Neuroscience (Q4)";"Health Professions; Medicine; Neuroscience; Psychology"
344;145061;"Healthcare quarterly (Toronto, Ont.)";journal;"17102774";0,410;Q1;42;30;197;265;144;175;0,74;8,83;64,84;0;8;Canada;Northern America;"Longwoods Publishing Corp.";"2004-2023";"Emergency Medical Services (Q1); Health Policy (Q3)";"Health Professions; Medicine"
345;15900;"Journal of Extra-Corporeal Technology";journal;"00221058, 29698960";0,407;Q2;40;38;131;714;129;108;0,90;18,79;30,39;0;8;France;Western Europe;"EDP Sciences";"1975-2023";"Health Professions (miscellaneous) (Q2); Cardiology and Cardiovascular Medicine (Q3); Medicine (miscellaneous) (Q3)";"Health Professions; Medicine"
346;21100802746;"Physiology International";journal;"2498602X";0,407;Q2;36;26;106;1108;218;106;2,29;42,62;33,08;1;11;Hungary;Eastern Europe;"Akademiai Kiado";"2016-2023";"Complementary and Alternative Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Medicine (miscellaneous) (Q3); Orthopedics and Sports Medicine (Q3); Physiology (medical) (Q3)";"Health Professions; Medicine"
347;19400158604;"Kinesiology";journal;"13311441";0,405;Q2;31;35;105;1526;136;103;1,11;43,60;24,06;0;2;Croatia;Eastern Europe;"University of Zagreb";"2008-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions"
348;4900152601;"Sport Sciences for Health";journal;"18247490, 18251234";0,401;Q3;24;176;351;7442;534;344;1,56;42,28;34,42;1;28;Italy;Western Europe;"Springer-Verlag Italia s.r.l.";"2004-2023";"Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Health Professions; Medicine"
349;21100876878;"Turkish Journal of Physical Medicine and Rehabilitation";journal;"25870823, 25871250";0,401;Q2;14;75;226;1958;322;200;1,37;26,11;57,20;0;14;Turkey;Middle East;"Turkish Society of Physical Medicine and Rehabilitation";"2018-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2)";"Health Professions; Medicine"
350;19700175158;"Journal of Pediatric Rehabilitation Medicine";journal;"18745393, 18758894";0,399;Q2;32;87;231;2246;333;222;0,71;25,82;65,94;0;17;Netherlands;Western Europe;"IOS Press BV";"2007-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Pediatrics, Perinatology and Child Health (Q3)";"Health Professions; Medicine"
351;20901;"Wilderness and Environmental Medicine";journal;"10806032, 15451534";0,398;Q3;53;114;296;2500;326;231;1,07;21,93;33,33;0;11;United States;Northern America;"SAGE Publications Inc.";"1995-2023";"Emergency Medicine (Q2); Public Health, Environmental and Occupational Health (Q3); Sports Science (Q3)";"Health Professions; Medicine"
352;26766;"ATLA Alternatives to Laboratory Animals";journal;"02611929";0,397;Q2;65;34;119;1450;187;92;1,35;42,65;41,72;0;11;United Kingdom;Western Europe;"FRAME";"1982, 1985-1986, 1988-1989, 1994-2023";"Medical Laboratory Technology (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Medicine (miscellaneous) (Q3); Toxicology (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics"
353;21101094860;"Journal of Caring Sciences";journal;"22519920";0,394;Q2;13;34;92;1260;164;92;1,56;37,06;59,29;0;19;Iran;Middle East;"Tabriz University of Medical Sciences";"2019-2023";"Health Professions (miscellaneous) (Q2); Nursing (miscellaneous) (Q2); Medicine (miscellaneous) (Q3)";"Health Professions; Medicine; Nursing"
354;21100317906;"MethodsX";journal;"22150161";0,393;Q2;46;479;1173;12523;2632;1162;1,93;26,14;35,64;1;166;Netherlands;Western Europe;"Elsevier B.V.";"2014-2023";"Medical Laboratory Technology (Q2); Clinical Biochemistry (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions"
355;21101019618;"International Journal of Exercise Science";journal;"1939795X";0,390;Q2;15;42;290;1592;325;288;0,88;37,90;30,37;0;4;United States;Northern America;"Western Kentucky University";"2019-2023";"Occupational Therapy (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Health (social science) (Q3)";"Health Professions; Social Sciences"
356;145569;"L1 Educational Studies in Language and Literature";journal;"15731731, 15676617";0,390;Q2;18;21;88;1243;101;87;1,07;59,19;55,81;0;6;Belgium;Western Europe;"International Association for Research in L1 Education (ARLE)";"2001-2023";"Linguistics and Language (Q1); Literature and Literary Theory (Q1); Education (Q2); Health Professions (miscellaneous) (Q2); Psychology (miscellaneous) (Q3)";"Arts and Humanities; Health Professions; Psychology; Social Sciences"
357;19400157269;"Proceedings of the Institution of Mechanical Engineers, Part P: Journal of Sports Engineering and Technology";journal;"1754338X, 17543371";0,389;Q3;25;89;163;3176;248;161;1,58;35,69;17,89;1;6;United Kingdom;Western Europe;"SAGE Publications Ltd";"2008-2023";"Engineering (miscellaneous) (Q2); Sports Science (Q3)";"Engineering; Health Professions"
358;21101066153;"Journal of Science in Sport and Exercise";journal;"20966709, 26621371";0,387;Q2;10;82;124;3450;155;117;1,27;42,07;24,00;0;6;United States;Northern America;"Springer Nature";"2019-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Nutrition and Dietetics (Q3); Orthopedics and Sports Medicine (Q3); Rehabilitation (Q3); Physiology (Q4)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Nursing"
359;21100853560;"African Journal of Disability";journal;"22267220, 22239170";0,386;Q2;16;45;104;2144;193;104;1,67;47,64;69,72;0;25;South Africa;Africa;"AOSIS (Pty) Ltd";"2018-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q3)";"Health Professions; Medicine"
360;21100427224;"Speech, Language and Hearing";journal;"20505728, 2050571X";0,386;Q2;14;43;91;2217;123;87;1,32;51,56;69,57;0;15;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2013-2023";"Linguistics and Language (Q1); Speech and Hearing (Q2); Otorhinolaryngology (Q3)";"Health Professions; Medicine; Social Sciences"
361;21100468901;"Retos";journal;"19882041, 15791726";0,383;Q2;28;484;1151;22693;2197;1151;1,99;46,89;34,80;1;138;Spain;Western Europe;"Federacion Espanola de Docentes de Educacion Fisica";"2016-2023";"Education (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Orthopedics and Sports Medicine (Q3)";"Health Professions; Medicine; Social Sciences"
362;23103;"Journal of Pharmacy Practice";journal;"08971900, 15311937";0,380;Q2;38;289;448;6885;628;433;1,37;23,82;52,65;5;108;United States;Northern America;"SAGE Publications Inc.";"1988-2023";"Pharmacy (Q2); Pharmacology (medical) (Q3)";"Health Professions; Medicine"
363;21100790089;"Montenegrin Journal of Sports Science and Medicine";journal;"18008755, 18008763";0,380;Q3;14;20;60;702;86;60;1,35;35,10;29,03;0;2;Montenegro;Eastern Europe;"";"2016-2023";"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Rehabilitation (Q3)";"Health Professions; Medicine"
364;16802;"Journal of Manual and Manipulative Therapy";journal;"10669817, 20426186";0,376;Q3;48;75;122;3395;164;101;1,32;45,27;38,52;0;7;United Kingdom;Western Europe;"Maney Publishing";"1993-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions"
365;73721;"South African Journal of Communication Disorders";journal;"03798046, 22254765";0,370;Q3;17;15;99;548;118;98;1,10;36,53;75,86;0;7;South Africa;Africa;"OpenJournals Publishing AOSIS (Pty) Ltd";"1977-2023";"Linguistics and Language (Q1); Communication (Q2); Experimental and Cognitive Psychology (Q3); Speech and Hearing (Q3); Cognitive Neuroscience (Q4)";"Health Professions; Neuroscience; Psychology; Social Sciences"
366;21101150730;"Hospital Practice";journal;"21548331, 23771003";0,366;Q3;29;41;170;1605;199;154;0,96;39,15;35,61;0;16;United Kingdom;Western Europe;"Informa UK Ltd";"1995-2000, 2009-2023";"Clinical Biochemistry (Q3); Health Information Management (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions"
367;29285;"Journal of Vocational Rehabilitation";journal;"10522263, 18786316";0,366;Q2;44;47;153;1907;193;151;1,23;40,57;61,73;0;28;Netherlands;Western Europe;"IOS Press BV";"1991-2023";"Occupational Therapy (Q2); Rehabilitation (Q3)";"Health Professions; Medicine"
368;21100381648;"Journal of Communication in Healthcare";journal;"17538076, 17538068";0,364;Q3;19;71;128;2858;230;102;1,70;40,25;64,34;1;31;United Kingdom;Western Europe;"Maney Publishing";"2014-2023";"Communication (Q2); Health Information Management (Q3); Public Health, Environmental and Occupational Health (Q3)";"Health Professions; Medicine; Social Sciences"
369;13823;"Noise and Health";journal;"14631741, 19984030";0,362;Q3;59;27;59;878;93;58;1,21;32,52;49,47;0;6;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2002-2023";"Otorhinolaryngology (Q3); Public Health, Environmental and Occupational Health (Q3); Speech and Hearing (Q3)";"Health Professions; Medicine"
370;145693;"Canadian Pharmacists Journal";journal;"17151635";0,360;Q2;30;58;188;1152;215;112;1,09;19,86;64,79;0;15;Canada;Northern America;"Canadian Pharmacists Association";"2005-2023";"Pharmaceutical Science (Q2); Pharmacy (Q2)";"Health Professions; Pharmacology, Toxicology and Pharmaceutics"
371;21100223537;"European Journal of Hospital Pharmacy";journal;"20479956, 20479964";0,360;Q2;24;191;410;4091;576;334;1,27;21,42;54,92;1;51;Belgium;Western Europe;"European Association of Hospital Pharmacists (EAHP)";"2010, 2012-2023";"Pharmacy (Q2)";"Health Professions"
372;21101039810;"Journal of Osteopathic Medicine";journal;"27023648";0,360;Q2;58;97;384;2261;385;299;1,04;23,31;43,14;0;33;Germany;Western Europe;"Walter de Gruyter GmbH";"2021-2023";"Complementary and Alternative Medicine (Q2); Complementary and Manual Therapy (Q2)";"Health Professions; Medicine"
373;29735;"Foot";journal;"09582592, 15322963";0,359;Q2;44;80;220;2701;283;220;1,32;33,76;32,20;0;15;United Kingdom;Western Europe;"Churchill Livingstone";"1991-2023";"Podiatry (Q2); Medicine (miscellaneous) (Q3); Orthopedics and Sports Medicine (Q3)";"Health Professions; Medicine"
374;12100154836;"Evidence-Based Communication Assessment and Intervention";journal;"17489539, 17489547";0,357;Q3;18;10;78;474;56;64;0,70;47,40;62,50;0;1;United Kingdom;Western Europe;"Informa Healthcare";"2007-2023";"Linguistics and Language (Q1); Rehabilitation (Q3); Speech and Hearing (Q3); Cognitive Neuroscience (Q4)";"Health Professions; Medicine; Neuroscience; Social Sciences"
375;21101082412;"JMIR Dermatology";journal;"25620959";0,354;Q3;8;91;132;2052;125;113;0,89;22,55;51,12;0;32;Canada;Northern America;"JMIR Publications Inc.";"2018-2023";"Dermatology (Q3); Health Informatics (Q3); Health Information Management (Q3)";"Health Professions; Medicine"
376;24041;"Journal of Immunoassay and Immunochemistry";journal;"15321819, 15324230";0,354;Q2;31;31;151;1114;239;147;1,41;35,94;41,06;0;19;United States;Northern America;"Taylor and Francis Ltd.";"2001-2023";"Medical Laboratory Technology (Q2); Clinical Biochemistry (Q3); Immunology (Q4); Immunology and Allergy (Q4)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Immunology and Microbiology; Medicine"
377;16941;"Physiotherapy Canada. Physiotherapie Canada";journal;"03000508";0,354;Q3;37;56;170;1547;165;122;0,77;27,63;59,02;0;12;Canada;Northern America;"University of Toronto Press";"1973-1995, 2009-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions"
378;17400154821;"Sports Engineering";journal;"14602687, 13697072";0,352;Q3;28;50;75;1339;117;71;1,25;26,78;19,41;0;5;United States;Northern America;"Springer Nature";"2009-2023";"Biomedical Engineering (Q3); Mechanical Engineering (Q3); Mechanics of Materials (Q3); Modeling and Simulation (Q3); Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Engineering; Health Professions; Mathematics; Medicine"
379;19300156920;"International Journal of Sport Finance";journal;"15586235, 1930076X";0,351;Q4;29;1;26;41;30;26;1,58;41,00;33,33;0;0;United States;Northern America;"Fitness Information Technology";"2008-2021, 2023";"Business and International Management (Q3); Finance (Q3); Marketing (Q3); Sports Science (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Health Professions"
380;21101044741;"Physical Activity and Health";journal;"25152270";0,351;Q3;10;22;67;1012;132;67;2,06;46,00;56,38;0;3;United Kingdom;Western Europe;"Ubiquity Press";"2017-2023";"Anatomy (Q2); Biomedical Engineering (Q3); Health (social science) (Q3); Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Rehabilitation (Q3); Physiology (Q4)";"Biochemistry, Genetics and Molecular Biology; Engineering; Health Professions; Medicine; Social Sciences"
381;14367;"Seminars in Speech and Language";journal;"10989056, 07340478";0,351;Q3;51;25;97;1012;118;95;1,17;40,48;75,44;0;6;United States;Northern America;"Thieme Medical Publishers, Inc.";"1984-1991, 1995-2023";"LPN and LVN (Q2); Speech and Hearing (Q3)";"Health Professions; Nursing"
382;21101048534;"Apunts Sports Medicine";journal;"26665069";0,349;Q3;16;18;68;582;80;56;1,11;32,33;20,59;0;1;Spain;Western Europe;"Generalitat de Catalunya, Department de la Presidencia, Secretaria General de l Esport";"2020-2023";"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions; Medicine"
383;22015;"Child Language Teaching and Therapy";journal;"02656590, 14770865";0,349;Q3;41;18;52;848;83;51;1,69;47,11;81,48;0;8;United Kingdom;Western Europe;"SAGE Publications Ltd";"1985-2023";"Linguistics and Language (Q1); Clinical Psychology (Q3); Developmental and Educational Psychology (Q3); Education (Q3); Speech and Hearing (Q3)";"Health Professions; Psychology; Social Sciences"
384;21100852965;"Kinesiology Review";journal;"21616035, 21630453";0,349;Q3;17;33;127;2087;146;125;1,36;63,24;64,29;0;13;United States;Northern America;"Human Kinetics Publishers Inc.";"2017-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Public Health, Environmental and Occupational Health (Q3)";"Health Professions; Medicine"
385;21101019765;"Current Physical Medicine and Rehabilitation Reports";journal;"21674833";0,344;Q3;21;48;122;2994;147;122;0,97;62,38;46,00;0;16;United States;Northern America;"Springer Science + Business Media";"2013-2023";"Medicine (miscellaneous) (Q3); Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Rehabilitation (Q3)";"Health Professions; Medicine"
386;21101052930;"Acta Acustica";journal;"10224793, 26814617";0,341;Q3;72;66;146;2698;204;144;1,27;40,88;15,57;0;6;France;Western Europe;"EDP Sciences";"2020-2023";"Acoustics and Ultrasonics (Q3); Computer Science Applications (Q3); Electrical and Electronic Engineering (Q3); Speech and Hearing (Q3)";"Computer Science; Engineering; Health Professions; Physics and Astronomy"
387;13701;"Folia Phoniatrica et Logopaedica";journal;"14219972, 10217762";0,341;Q3;56;54;143;2706;207;139;1,40;50,11;64,29;0;10;Switzerland;Western Europe;"S. Karger AG";"1949-1956, 1958-2023";"Linguistics and Language (Q1); LPN and LVN (Q2); Speech and Hearing (Q3)";"Health Professions; Nursing; Social Sciences"
388;16868;"Motor Control";journal;"10871640, 15432696";0,339;Q3;53;42;134;1821;141;133;0,93;43,36;37,78;0;3;United States;Northern America;"Human Kinetics Publishers Inc.";"1997-2023";"Neurology (clinical) (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Physiology (medical) (Q3); Sports Science (Q4)";"Health Professions; Medicine"
389;21100873734;"New Zealand Journal of Physiotherapy";journal;"22304886, 03037193";0,339;Q3;5;22;50;1089;46;40;0,52;49,50;56,00;0;7;New Zealand;Pacific Region;"Physiotherapy New Zealand";"2018-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions"
390;21101079250;"Blockchain in Healthcare Today";journal;"25738240";0,337;Q3;6;9;33;222;50;26;2,14;24,67;37,50;0;2;United States;Northern America;"Partners in Digital Health";"2019-2023";"Computer Science Applications (Q3); Health Information Management (Q3)";"Computer Science; Health Professions"
391;16373;"Hong Kong Physiotherapy Journal";journal;"10137025, 1876441X";0,337;Q3;22;27;44;928;52;42;0,71;34,37;43,90;0;2;China;Asiatic Region;"World Scientific";"2000-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions"
392;21100200404;"International journal of yoga therapy";journal;"15312054";0,337;Q2;19;17;61;665;65;59;0,94;39,12;66,67;0;1;United States;Northern America;"International Association of Yoga Therapists (IAYT)";"2011-2013, 2016-2023";"Complementary and Manual Therapy (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions"
393;13805;"Logopedics Phoniatrics Vocology";journal;"16512022, 14015439";0,337;Q3;41;21;101;983;133;100;0,99;46,81;66,27;0;6;United Kingdom;Western Europe;"Informa Healthcare";"1991-1996, 1998-2023";"Arts and Humanities (miscellaneous) (Q2); LPN and LVN (Q3); Medicine (miscellaneous) (Q3); Speech and Hearing (Q3)";"Arts and Humanities; Health Professions; Medicine; Nursing"
394;17500155123;"Journal of Imagery Research in Sport and Physical Activity";journal;"19320191";0,335;Q3;14;19;14;577;22;14;0,20;30,37;40,74;0;1;Germany;Western Europe;"Walter de Gruyter GmbH";"2009-2023";"Applied Psychology (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions; Psychology"
395;19900191849;"Journal of Physical Education and Sport";journal;"22478051, 2247806X";0,333;Q3;35;400;1376;15444;1978;1376;1,47;38,61;34,54;0;80;Romania;Eastern Europe;"Editura Universitatii din Pitesti";"2011-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
396;19700175030;"Rehabilitation Oncology";journal;"23812427, 21683808";0,333;Q3;16;33;124;951;83;89;0,64;28,82;74,36;0;21;United States;Northern America;"American Physical Therapy Association";"2008-2023";"Oncology (Q3); Oncology (nursing) (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Rehabilitation (Q3)";"Health Professions; Medicine; Nursing"
397;21100390407;"Journal of Biomedical Physics and Engineering";journal;"22517200";0,332;Q3;22;64;247;1842;383;230;1,42;28,78;27,56;0;22;Iran;Middle East;"Shiraz University of Medical Sciences";"2015-2023";"Artificial Intelligence (Q3); Biomedical Engineering (Q3); Computer Science Applications (Q3); Computer Vision and Pattern Recognition (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Radiation (Q3); Radiological and Ultrasound Technology (Q3); Radiology, Nuclear Medicine and Imaging (Q3); Bioengineering (Q4)";"Chemical Engineering; Computer Science; Engineering; Health Professions; Medicine; Physics and Astronomy"
398;21100394733;"Acta Gymnica";journal;"23364912, 23364920";0,328;Q3;15;16;51;621;58;51;1,06;38,81;29,31;0;0;Czech Republic;Eastern Europe;"Palacky University";"2014-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions"
399;21100901844;"Journal of Outdoor and Environmental Education";journal;"22063110, 2522879X";0,327;Q3;15;39;54;2161;107;53;1,64;55,41;66,36;0;19;Switzerland;Western Europe;"Springer International Publishing";"2016-2023";"Education (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3)";"Health Professions; Social Sciences"
400;11900154333;"Expert Review of Ophthalmology";journal;"17469899";0,323;Q3;31;47;133;3164;104;117;0,68;67,32;37,10;0;8;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2023";"Biomedical Engineering (Q3); Ophthalmology (Q3); Optometry (Q3)";"Engineering; Health Professions; Medicine"
401;21101067700;"Radiation Medicine and Protection";journal;"20970439, 26665557";0,323;Q2;9;36;95;1491;151;86;1,08;41,42;39,51;0;20;China;Asiatic Region;"Elsevier B.V.";"2020-2023";"Emergency Medical Services (Q2); Public Health, Environmental and Occupational Health (Q3); Radiological and Ultrasound Technology (Q3); Radiology, Nuclear Medicine and Imaging (Q3)";"Health Professions; Medicine"
402;21101112612;"World Federation of Occupational Therapists Bulletin";journal;"20566077, 14473828";0,323;Q2;10;35;64;1011;82;52;0,88;28,89;68,42;2;9;United Kingdom;Western Europe;"Informa UK Ltd";"1978-1982, 1984-2023";"Occupational Therapy (Q2); Rehabilitation (Q3)";"Health Professions; Medicine"
