Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
312;21100230018;"BioMed Research International";journal;"23146141, 23146133";0,656;Q2;187;335;5980;15232;18422;5957;2,83;45,47;38,68;1;146;United States;Northern America;"Hindawi Publishing Corporation";"2013-2023";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Immunology and Microbiology (miscellaneous)  (Q2); Medicine (miscellaneous) (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
313;20223;"Journal of Eukaryotic Microbiology";journal;"10665234, 15507408";0,656;Q3;87;58;168;3202;360;166;2,10;55,21;45,62;0;6;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1993-2023";"Microbiology (Q3)";"Immunology and Microbiology"
314;20809;"Immunological Investigations";journal;"15324311, 08820139";0,654;Q3;55;79;295;4877;740;291;2,48;61,73;45,18;0;30;United States;Northern America;"Informa Healthcare";"1972-2023";"Medicine (miscellaneous) (Q2); Immunology (Q3)";"Immunology and Microbiology; Medicine"
315;21101021074;"Current Transplantation Reports";journal;"21963029";0,653;Q3;27;34;120;1851;239;120;2,27;54,44;48,92;0;12;United States;Northern America;"Springer International Publishing AG";"2014-2023";"Nephrology (Q2); Surgery (Q2); Transplantation (Q2); Hepatology (Q3); Immunology (Q3)";"Immunology and Microbiology; Medicine"
316;16785;"Journal of NeuroVirology";journal;"15382443, 13550284";0,653;Q2;95;84;308;3796;758;303;2,38;45,19;46,42;2;60;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2023";"Neurology (clinical) (Q2); Virology (Q2); Neurology (Q3); Cellular and Molecular Neuroscience (Q4)";"Immunology and Microbiology; Medicine; Neuroscience"
317;20882;"Veterinary Microbiology";journal;"03781135, 18732542";0,653;Q3;147;216;806;8267;2164;803;2,31;38,27;46,77;1;59;Netherlands;Western Europe;"Elsevier B.V.";"1976-2023";"Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2); Microbiology (Q3)";"Immunology and Microbiology; Medicine; Veterinary"
318;14944;"Antonie van Leeuwenhoek";journal;"00036072, 15729699";0,650;Q3;121;110;454;5707;1258;452;1,89;51,88;44,52;0;21;Netherlands;Western Europe;"Springer Netherlands";"1934-1939, 1941-1944, 1946-2023";"Medicine (miscellaneous) (Q2); Microbiology (Q3); Molecular Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
319;21244;"International Archives of Allergy and Immunology";journal;"14230097, 10182438";0,650;Q3;112;130;384;4859;1058;369;2,60;37,38;45,40;0;55;Switzerland;Western Europe;"S. Karger AG";"1950-2023";"Medicine (miscellaneous) (Q2); Immunology (Q3); Immunology and Allergy (Q3)";"Immunology and Microbiology; Medicine"
320;15609;"Enzyme and Microbial Technology";journal;"18790909, 01410229";0,649;Q2;162;135;469;7150;1833;469;3,86;52,96;43,34;0;37;United States;Northern America;"Elsevier Inc.";"1979-2024";"Applied Microbiology and Biotechnology (Q2); Biochemistry (Q2); Bioengineering (Q2); Biotechnology (Q2)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Immunology and Microbiology"
321;21100896491;"Veterinary Parasitology: X";journal;"25901389";0,648;Q2;11;0;12;0;36;12;0,00;0,00;0,00;0;0;Netherlands;Western Europe;"Elsevier B.V.";"2019-2020";"Veterinary (miscellaneous) (Q1); Parasitology (Q2)";"Immunology and Microbiology; Veterinary"
322;21100864540;"Bioscience of Microbiota, Food and Health";journal;"21866953, 21863342";0,646;Q2;27;32;84;1426;388;84;2,17;44,56;25,30;0;10;Japan;Asiatic Region;"BMFH Press";"2014-2023";"Applied Microbiology and Biotechnology (Q2); Food Science (Q2); Gastroenterology (Q2); Immunology (Q3); Microbiology (Q3)";"Agricultural and Biological Sciences; Immunology and Microbiology; Medicine"
323;19700201639;"International Journal of Rheumatology";journal;"16879260, 16879279";0,644;Q3;40;4;29;217;66;29;2,15;54,25;53,33;0;1;United States;Northern America;"Hindawi Publishing Corporation";"2010-2022";"Immunology (Q3); Rheumatology (Q3)";"Immunology and Microbiology; Medicine"
324;19762;"International Microbiology";journal;"16181905, 11396709";0,639;Q3;74;173;187;9119;615;180;2,90;52,71;44,53;0;53;Spain;Western Europe;"Sociedad Espanola de Microbiologia";"1998-2023";"Microbiology (medical) (Q2); Microbiology (Q3)";"Immunology and Microbiology; Medicine"
325;24562;"Mathematical Biosciences";journal;"00255564, 18793134";0,639;Q2;109;79;195;4176;633;192;2,20;52,86;35,43;1;38;United States;Northern America;"Elsevier Inc.";"1967-2023";"Agricultural and Biological Sciences (miscellaneous) (Q1); Applied Mathematics (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Immunology and Microbiology (miscellaneous)  (Q2); Medicine (miscellaneous) (Q2); Modeling and Simulation (Q2); Statistics and Probability (Q2)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Mathematics; Medicine"
326;19781;"Scandinavian Journal of Rheumatology";journal;"15027732, 03009742";0,638;Q3;85;108;277;2836;399;191;1,43;26,26;47,14;1;19;United Kingdom;Western Europe;"Informa Healthcare";"1959-1962, 1964, 1972-2023";"Medicine (miscellaneous) (Q2); Immunology (Q3); Immunology and Allergy (Q3); Rheumatology (Q3)";"Immunology and Microbiology; Medicine"
327;20802;"Vector-Borne and Zoonotic Diseases";journal;"15303667, 15577759";0,638;Q3;87;84;340;3065;688;336;1,95;36,49;46,07;0;24;United States;Northern America;"Mary Ann Liebert Inc.";"2001-2023";"Infectious Diseases (Q2); Microbiology (Q3); Virology (Q3)";"Immunology and Microbiology; Medicine"
328;21101107951;"Comprehensive Psychoneuroendocrinology";journal;"26664976";0,636;Q3;10;41;138;2347;280;132;2,07;57,24;61,34;0;7;United Kingdom;Western Europe;"Elsevier Ltd";"2020-2023";"Psychiatry and Mental Health (Q2); Psychology (miscellaneous) (Q2); Biological Psychiatry (Q3); Endocrine and Autonomic Systems (Q3); Endocrinology, Diabetes and Metabolism (Q3); Immunology (Q3); Neurology (clinical) (Q3)";"Immunology and Microbiology; Medicine; Neuroscience; Psychology"
329;20805;"Immunobiology";journal;"18783279, 01712985";0,636;Q3;107;128;322;7308;839;322;2,42;57,09;50,40;0;64;Germany;Western Europe;"Elsevier GmbH";"1979-2023";"Hematology (Q2); Immunology (Q3); Immunology and Allergy (Q3)";"Immunology and Microbiology; Medicine"
330;19710;"FEMS Yeast Research";journal;"15671364, 15671356";0,630;Q2;109;54;204;3277;587;198;2,50;60,69;46,22;0;15;United Kingdom;Western Europe;"Oxford University Press";"2001-2023";"Applied Microbiology and Biotechnology (Q2); Medicine (miscellaneous) (Q2); Microbiology (Q3)";"Immunology and Microbiology; Medicine"
331;21100932464;"Gates Open Research";journal;"25724754";0,629;Q2;22;31;185;1232;297;169;1,15;39,74;52,02;0;25;United States;Northern America;"F1000 Research Ltd";"2017-2023";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Health Policy (Q2); Immunology and Microbiology (miscellaneous)  (Q2); Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
332;19700182124;"Health and Technology";journal;"21907196, 21907188";0,621;Q2;32;79;370;3803;1410;358;4,26;48,14;37,21;2;38;Germany;Western Europe;"Springer Verlag";"2011-2023";"Applied Microbiology and Biotechnology (Q2); Biomedical Engineering (Q2); Biotechnology (Q2); Bioengineering (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Immunology and Microbiology"
333;17778;"Medical and Veterinary Entomology";journal;"0269283X, 13652915";0,618;Q2;92;88;184;4189;355;180;1,82;47,60;41,03;2;26;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1987-2023";"Insect Science (Q1); Veterinary (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q2); Parasitology (Q2)";"Agricultural and Biological Sciences; Immunology and Microbiology; Veterinary"
334;16799;"Annals of Microbiology";journal;"18692044, 15904261";0,617;Q2;66;38;157;2308;559;156;3,31;60,74;40,70;1;20;Germany;Western Europe;"Springer Heidelberg";"1992, 1995, 1997-2023";"Applied Microbiology and Biotechnology (Q2)";"Immunology and Microbiology"
335;21000196010;"Topics in antiviral medicine";journal;"21615861, 21615853";0,614;Q3;46;18;36;403;63;36;1,89;22,39;46,43;0;16;United States;Northern America;"International Antiviral Society";"2011-2023";"Infectious Diseases (Q2); Medicine (miscellaneous) (Q2); Pharmacology (Q2); Pharmacology (medical) (Q2); Virology (Q3)";"Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
336;20270;"Microbiology and Immunology";journal;"03855600, 13480421";0,613;Q3;82;56;204;2387;521;202;2,01;42,63;30,68;0;27;United States;Northern America;"Wiley-Blackwell";"1977-2023";"Immunology (Q3); Microbiology (Q3); Virology (Q3)";"Immunology and Microbiology"
337;5800207503;"Future Microbiology";journal;"17460921, 17460913";0,612;Q3;102;123;429;5970;1080;403;2,22;48,54;49,42;0;40;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2023";"Microbiology (medical) (Q2); Microbiology (Q3)";"Immunology and Microbiology; Medicine"
338;23046;"Transactions of the Royal Society of Tropical Medicine and Hygiene";journal;"18783503, 00359203";0,612;Q2;117;113;510;2865;989;497;2,01;25,35;43,15;2;77;United Kingdom;Western Europe;"Oxford University Press";"1907-2023";"Infectious Diseases (Q2); Medicine (miscellaneous) (Q2); Parasitology (Q2); Public Health, Environmental and Occupational Health (Q2)";"Immunology and Microbiology; Medicine"
339;21246;"International Journal of Immunopathology and Pharmacology";journal;"03946320";0,611;Q3;65;76;245;3167;723;219;2,88;41,67;48,65;0;47;Italy;Western Europe;"SAGE Publications Inc.";"1989-2023";"Pharmacology (Q2); Immunology (Q3); Immunology and Allergy (Q3)";"Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
340;15462;"Biotechnology and Applied Biochemistry";journal;"14708744, 08854513";0,610;Q2;81;185;488;10036;1787;482;3,72;54,25;38,95;0;72;United States;Northern America;"Wiley-Blackwell";"1986-2023";"Applied Microbiology and Biotechnology (Q2); Biomedical Engineering (Q2); Biotechnology (Q2); Drug Discovery (Q2); Medicine (miscellaneous) (Q2); Process Chemistry and Technology (Q2); Bioengineering (Q3); Molecular Medicine (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
341;13845;"Bulletin of Mathematical Biology";journal;"00928240, 15229602";0,610;Q3;97;122;406;6141;892;403;2,14;50,34;32,31;0;58;United States;Northern America;"Springer New York";"1973-2023";"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Computational Theory and Mathematics (Q2); Environmental Science (miscellaneous) (Q2); Mathematics (miscellaneous) (Q2); Pharmacology (Q2); Immunology (Q3); Neuroscience (miscellaneous) (Q3)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Computer Science; Environmental Science; Immunology and Microbiology; Mathematics; Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
342;17905;"Yeast";journal;"10970061, 0749503X";0,608;Q2;111;53;148;3300;371;143;2,06;62,26;47,46;1;8;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1985-2023";"Applied Microbiology and Biotechnology (Q2); Biotechnology (Q2); Medicine (miscellaneous) (Q2); Biochemistry (Q3); Bioengineering (Q3); Genetics (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Immunology and Microbiology; Medicine"
343;21100228130;"International Journal for Parasitology: Parasites and Wildlife";journal;"22132244";0,606;Q2;41;99;362;5156;750;359;2,02;52,08;48,75;0;32;Australia;Pacific Region;"Australian Society for Parasitology";"2012-2023";"Animal Science and Zoology (Q1); Infectious Diseases (Q2); Parasitology (Q2)";"Agricultural and Biological Sciences; Immunology and Microbiology; Medicine"
344;21100369843;"New Microbes and New Infections";journal;"20522975";0,606;Q3;44;124;422;2342;1098;305;2,11;18,89;40,11;2;61;Netherlands;Western Europe;"Elsevier B.V.";"2013-2023";"Infectious Diseases (Q2); Microbiology (Q3)";"Immunology and Microbiology; Medicine"
345;20667;"Asian Pacific Journal of Allergy and Immunology";journal;"22288694, 0125877X";0,605;Q3;41;51;132;1373;408;131;1,83;26,92;47,14;1;22;Thailand;Asiatic Region;"The Allergy and Immunology Society of Thailand";"1983-2023";"Medicine (miscellaneous) (Q2); Immunology (Q3); Immunology and Allergy (Q3)";"Immunology and Microbiology; Medicine"
346;19108;"Tuberculosis";journal;"1873281X, 14729792";0,605;Q3;99;114;257;5972;676;247;2,46;52,39;48,00;0;99;United States;Northern America;"Churchill Livingstone";"1974, 2001-2023";"Infectious Diseases (Q2); Microbiology (medical) (Q2); Immunology (Q3); Microbiology (Q3)";"Immunology and Microbiology; Medicine"
347;21101042154;"European Journal of Microbiology and Immunology";journal;"20628633";0,601;Q3;15;18;45;858;133;45;3,68;47,67;48,24;0;11;Hungary;Eastern Europe;"Akademiai Kiado";"2018-2023";"Microbiology (medical) (Q2); Immunology (Q3); Immunology and Allergy (Q3); Microbiology (Q3)";"Immunology and Microbiology; Medicine"
348;21282;"Journal of Interferon and Cytokine Research";journal;"15577465, 10799907";0,600;Q3;105;63;205;2945;360;173;1,45;46,75;39,65;0;30;United States;Northern America;"Mary Ann Liebert Inc.";"1995-2023";"Medicine (miscellaneous) (Q2); Cell Biology (Q3); Immunology (Q3); Virology (Q3)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
349;21336;"NeuroImmunoModulation";journal;"14230216, 10217401";0,600;Q3;74;31;114;2232;268;110;2,38;72,00;45,88;0;8;Switzerland;Western Europe;"S. Karger AG";"1994-2002, 2004-2023";"Endocrine and Autonomic Systems (Q3); Endocrinology (Q3); Immunology (Q3); Neurology (Q3)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Neuroscience"
350;12100154903;"Food Science and Biotechnology";journal;"20926456, 12267708";0,597;Q2;60;224;492;10909;1648;490;3,12;48,70;48,27;0;36;South Korea;Asiatic Region;"Springer Netherlands";"2007-2023";"Applied Microbiology and Biotechnology (Q2); Biotechnology (Q2); Food Science (Q2)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
351;19034;"Microbial Drug Resistance";journal;"10766294, 19318448";0,596;Q3;78;74;523;2996;1273;508;2,40;40,49;50,11;0;30;United States;Northern America;"Mary Ann Liebert Inc.";"1995-2023";"Medicine (miscellaneous) (Q2); Pharmacology (Q2); Immunology (Q3); Microbiology (Q3); Microbiology (medical) (Q3)";"Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
352;19624;"Archives of Virology";journal;"03048608, 14328798";0,590;Q3;130;285;1139;9948;2729;1132;2,47;34,91;44,30;2;108;Austria;Western Europe;"Springer-Verlag Wien";"1975-2023";"Medicine (miscellaneous) (Q2); Virology (Q3)";"Immunology and Microbiology; Medicine"
353;19623;"Archives of Microbiology";journal;"1432072X, 03028933";0,589;Q3;116;381;1587;24628;4641;1585;2,68;64,64;43,04;0;144;Germany;Western Europe;"Springer Verlag";"1974-2023";"Medicine (miscellaneous) (Q2); Biochemistry (Q3); Genetics (Q3); Microbiology (Q3); Molecular Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
354;21101072019;"Biotechnology for Biofuels and Bioproducts";journal;"27313654";0,586;Q2;12;192;150;11561;510;150;3,40;60,21;38,44;0;90;United Kingdom;Western Europe;"BioMed Central Ltd";"2022-2023";"Applied Microbiology and Biotechnology (Q2); Biotechnology (Q2); Energy (miscellaneous) (Q2); Management, Monitoring, Policy and Law (Q2); Renewable Energy, Sustainability and the Environment (Q2)";"Biochemistry, Genetics and Molecular Biology; Energy; Environmental Science; Immunology and Microbiology"
355;20354;"Research in Microbiology";journal;"09232508, 17697123";0,583;Q3;119;94;133;5831;356;131;2,62;62,03;50,49;0;20;France;Western Europe;"Elsevier Masson s.r.l.";"1987-2023";"Medicine (miscellaneous) (Q2); Microbiology (Q3); Molecular Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
356;16086;"Journal of Microbiology and Biotechnology";journal;"17388872, 10177825";0,579;Q2;83;180;599;8798;1780;599;2,60;48,88;45,89;0;50;South Korea;Asiatic Region;"Korean Society for Microbiolog and Biotechnology";"1991, 1996-2023";"Applied Microbiology and Biotechnology (Q2); Biotechnology (Q2); Medicine (miscellaneous) (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
357;21101069428;"Journal of Biosafety and Biosecurity";journal;"25889338";0,577;Q2;12;23;64;1163;213;64;3,69;50,57;37,17;0;17;China;Asiatic Region;"KeAi Communications Co.";"2019-2023";"Linguistics and Language (Q1); Immunology and Microbiology (miscellaneous)  (Q2); Infectious Diseases (Q2); Safety, Risk, Reliability and Quality (Q2)";"Engineering; Immunology and Microbiology; Medicine; Social Sciences"
358;19700175021;"Interdisciplinary Perspectives on Infectious Diseases";journal;"16877098, 1687708X";0,571;Q2;35;14;98;650;218;98;1,99;46,43;35,37;0;9;Egypt;Africa/Middle East;"Hindawi Limited";"2010-2023";"Infectious Diseases (Q2); Parasitology (Q2); Microbiology (Q3); Microbiology (medical) (Q3); Virology (Q3)";"Immunology and Microbiology; Medicine"
359;52691;"Aerobiologia";journal;"03935965, 15733025";0,569;Q3;57;31;167;1736;414;166;2,34;56,00;47,10;0;12;Netherlands;Western Europe;"Springer Netherlands";"1985-2023";"Plant Science (Q2); Immunology (Q3); Immunology and Allergy (Q3)";"Agricultural and Biological Sciences; Immunology and Microbiology; Medicine"
360;19400158516;"Food and Environmental Virology";journal;"18670334, 18670342";0,568;Q3;44;35;128;1970;441;126;4,01;56,29;50,51;0;25;United States;Northern America;"Springer New York";"2009-2023";"Food Science (Q2); Health, Toxicology and Mutagenesis (Q2); Epidemiology (Q3); Virology (Q3)";"Agricultural and Biological Sciences; Environmental Science; Immunology and Microbiology; Medicine"
361;19666;"Current Microbiology";journal;"03438651, 14320991";0,566;Q2;108;405;1276;18977;3521;1268;2,62;46,86;45,61;1;153;United States;Northern America;"Springer New York";"1978-2023";"Applied Microbiology and Biotechnology (Q2); Medicine (miscellaneous) (Q2); Microbiology (Q3)";"Immunology and Microbiology; Medicine"
362;19700175020;"Journal of Tropical Medicine";journal;"16879686, 16879694";0,563;Q2;38;51;207;2020;518;207;2,19;39,61;34,30;0;31;Egypt;Africa/Middle East;"Hindawi Limited";"2010-2023";"Medicine (miscellaneous) (Q2); Parasitology (Q2); Microbiology (Q3)";"Immunology and Microbiology; Medicine"
363;20340;"Parasitology Research";journal;"14321955, 09320113";0,563;Q2;109;309;1178;15008;2357;1161;1,93;48,57;45,89;0;78;Germany;Western Europe;"Springer Verlag";"1987-2023";"Veterinary (miscellaneous) (Q1); Infectious Diseases (Q2); Insect Science (Q2); Medicine (miscellaneous) (Q2); Parasitology (Q2)";"Agricultural and Biological Sciences; Immunology and Microbiology; Medicine; Veterinary"
364;22994;"Parasitology International";journal;"13835769, 18730329";0,562;Q2;68;95;537;4609;946;526;1,69;48,52;44,71;0;27;Ireland;Western Europe;"Elsevier Ireland Ltd";"1997-2024";"Infectious Diseases (Q2); Parasitology (Q2)";"Immunology and Microbiology; Medicine"
365;21100255498;"Frontiers in Bioscience - Scholar";journal;"19450516, 19450524";0,559;Q2;57;17;58;978;152;58;2,57;57,53;44,87;0;7;Hong Kong;Asiatic Region;"IMR Press Limited";"2009-2023";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Immunology and Microbiology (miscellaneous)  (Q2); Medicine (miscellaneous) (Q2)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
366;21101044541;"BioTech";journal;"26736284";0,558;Q2;20;66;106;4896;316;100;3,06;74,18;46,58;0;30;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2021-2023";"Applied Microbiology and Biotechnology (Q2); Biomedical Engineering (Q2); Biotechnology (Q2); Biochemistry (Q3); Bioengineering (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Immunology and Microbiology"
367;21100223559;"Autoimmune Diseases";journal;"20900430, 20900422";0,556;Q2;41;1;19;30;57;19;1,57;30,00;66,67;0;0;Egypt;Africa/Middle East;"Hindawi Limited";"2010-2023";"Immunology and Microbiology (miscellaneous)  (Q2); Immunology (Q3); Immunology and Allergy (Q3)";"Immunology and Microbiology; Medicine"
368;19764;"Intervirology";journal;"03005526, 14230100";0,556;Q3;68;14;72;818;182;69;2,91;58,43;52,63;0;10;Switzerland;Western Europe;"S. Karger AG";"1973-2023";"Infectious Diseases (Q3); Virology (Q3)";"Immunology and Microbiology; Medicine"
369;21274;"Journal of Immunological Methods";journal;"00221759, 18727905";0,555;Q3;147;109;380;3478;704;373;1,76;31,91;46,66;0;44;Netherlands;Western Europe;"Elsevier B.V.";"1971-2023";"Immunology (Q3); Immunology and Allergy (Q3)";"Immunology and Microbiology; Medicine"
370;19602;"Advances in Microbial Physiology";journal;"00652911";0,554;Q3;72;13;31;2648;114;4;3,13;203,69;0,00;0;1;United States;Northern America;"Academic Press";"1967-1969, 1971-2023";"Microbiology (Q3); Physiology (Q3)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
371;29663;"Journal of Theoretical Biology";journal;"10958541, 00225193";0,553;Q2;173;196;740;10076;1461;729;1,99;51,41;30,33;2;97;United States;Northern America;"Academic Press";"1961-2023";"Agricultural and Biological Sciences (miscellaneous) (Q2); Applied Mathematics (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Immunology and Microbiology (miscellaneous)  (Q2); Medicine (miscellaneous) (Q2); Modeling and Simulation (Q2); Statistics and Probability (Q2)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Mathematics; Medicine"
372;110291;"Applied Biochemistry and Biotechnology";journal;"02732289";0,548;Q2;135;621;947;34361;3343;947;3,57;55,33;43,24;1;318;United States;Northern America;"Humana Press";"1981-2023";"Applied Microbiology and Biotechnology (Q2); Biotechnology (Q2); Environmental Engineering (Q2); Medicine (miscellaneous) (Q2); Biochemistry (Q3); Bioengineering (Q3); Molecular Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Environmental Science; Immunology and Microbiology; Medicine"
373;130015;"Foodborne Pathogens and Disease";journal;"15567125, 15353141";0,547;Q2;84;66;299;2697;771;295;2,18;40,86;48,60;0;14;United States;Northern America;"Mary Ann Liebert Inc.";"2004-2023";"Animal Science and Zoology (Q1); Applied Microbiology and Biotechnology (Q2); Food Science (Q2); Microbiology (Q3)";"Agricultural and Biological Sciences; Immunology and Microbiology"
374;19735;"Indian Journal of Microbiology";journal;"00468991, 09737715";0,547;Q3;64;97;202;3995;691;196;2,99;41,19;47,86;0;38;India;Asiatic Region;"Springer India";"1973-1982, 1996-2023";"Microbiology (Q3)";"Immunology and Microbiology"
375;19660;"Comparative Immunology, Microbiology and Infectious Diseases";journal;"18781667, 01479571";0,543;Q3;65;94;344;4351;796;337;2,02;46,29;42,50;1;25;United Kingdom;Western Europe;"Elsevier Ltd";"1978-2023";"Veterinary (miscellaneous) (Q1); Medicine (miscellaneous) (Q2); Immunology (Q3); Immunology and Allergy (Q3); Infectious Diseases (Q3); Microbiology (Q3)";"Immunology and Microbiology; Medicine; Veterinary"
376;21771;"AIDS Research and Human Retroviruses";journal;"19318405, 08892229";0,542;Q3;98;106;411;4072;578;388;1,47;38,42;50,58;0;96;United States;Northern America;"Mary Ann Liebert Inc.";"1987-2023";"Immunology (Q3); Infectious Diseases (Q3); Virology (Q3)";"Immunology and Microbiology; Medicine"
377;19649;"Canadian Journal of Microbiology";journal;"00084166, 14803275";0,539;Q2;108;48;219;2450;536;209;2,06;51,04;42,25;0;9;Canada;Northern America;"National Research Council of Canada";"1954-1962, 1964-2023";"Applied Microbiology and Biotechnology (Q2); Medicine (miscellaneous) (Q2); Genetics (Q3); Immunology (Q3); Microbiology (Q3); Molecular Biology (Q3)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
378;17689;"Avian Pathology";journal;"03079457, 14653338";0,538;Q2;95;42;193;1867;447;180;2,37;44,45;46,12;0;10;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1972-2023";"Animal Science and Zoology (Q1); Food Animals (Q2); Immunology and Microbiology (miscellaneous)  (Q2)";"Agricultural and Biological Sciences; Immunology and Microbiology; Veterinary"
379;16337;"Journal of Bioscience and Bioengineering";journal;"13474421, 13891723";0,538;Q2;127;128;527;5393;1616;527;2,70;42,13;30,98;0;22;Netherlands;Western Europe;"Elsevier B.V.";"1990-1991, 1993-1994, 1999-2023";"Applied Microbiology and Biotechnology (Q2); Biotechnology (Q2); Bioengineering (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Immunology and Microbiology"
380;22989;"Parasite Immunology";journal;"01419838, 13653024";0,530;Q2;83;45;194;3013;343;190;1,85;66,96;52,91;0;12;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1979-2023";"Parasitology (Q2); Immunology (Q3)";"Immunology and Microbiology"
381;21101111778;"Animal Diseases";journal;"27310442";0,529;Q2;6;39;57;2167;123;55;2,16;55,56;40,43;0;19;United Kingdom;Western Europe;"BioMed Central Ltd";"2021-2023";"Veterinary (miscellaneous) (Q1); Animal Science and Zoology (Q2); Immunology and Microbiology (miscellaneous)  (Q2); Virology (Q3)";"Agricultural and Biological Sciences; Immunology and Microbiology; Veterinary"
382;19718;"Geomicrobiology Journal";journal;"01490451, 15210529";0,529;Q3;88;85;255;5101;747;254;2,67;60,01;42,38;0;25;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1978-1981, 1983-2023";"Earth and Planetary Sciences (miscellaneous) (Q2); Environmental Science (miscellaneous) (Q2); Environmental Chemistry (Q3); Microbiology (Q3)";"Earth and Planetary Sciences; Environmental Science; Immunology and Microbiology"
383;17487;"Folia Microbiologica";journal;"18749356, 00155632";0,528;Q3;59;105;270;6470;793;270;2,79;61,62;44,27;0;33;Netherlands;Western Europe;"Springer Netherlands";"1957, 1959-2023";"Medicine (miscellaneous) (Q2); Microbiology (Q3)";"Immunology and Microbiology; Medicine"
384;19700175786;"HIV/AIDS - Research and Palliative Care";journal;"11791373";0,527;Q3;32;64;253;2489;451;253;1,53;38,89;35,09;0;62;New Zealand;Pacific Region;"Dove Medical Press Ltd.";"2010-2023";"Dermatology (Q2); Health Policy (Q2); Epidemiology (Q3); Infectious Diseases (Q3); Virology (Q3)";"Immunology and Microbiology; Medicine"
385;20254;"Letters in Applied Microbiology";journal;"02668254, 1472765X";0,525;Q3;128;209;574;7367;1568;569;2,52;35,25;46,44;0;69;United Kingdom;Western Europe;"Oxford University Press";"1985-2023";"Applied Microbiology and Biotechnology (Q3)";"Immunology and Microbiology"
386;21101101858;"Systems Microbiology and Biomanufacturing";journal;"26627663, 26627655";0,525;Q2;14;90;100;6187;346;100;3,46;68,74;38,90;0;20;Germany;Western Europe;"";"2021-2023";"Applied Microbiology and Biotechnology (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Food Science (Q2); Microbiology (Q3)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
