Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
317;14287;"Behavioural Neurology";journal;"09534180, 18758584";0,753;Q2;60;33;182;1637;536;179;2,59;49,61;42,86;0;10;Netherlands;Western Europe;"Hindawi Limited";"1988-1998, 2000-2001, 2003-2023";"Medicine (miscellaneous) (Q2); Neurology (Q2); Neurology (clinical) (Q2); Neuropsychology and Physiological Psychology (Q2)";"Medicine; Neuroscience; Psychology"
318;21101056543;"BMJ Neurology Open";journal;"26326140";0,753;Q2;10;40;124;1039;260;120;2,00;25,98;35,57;1;16;United Kingdom;Western Europe;"BMJ Publishing Group";"2019-2023";"Neurology (Q2); Neurology (clinical) (Q2)";"Medicine; Neuroscience"
319;19700177307;"Parkinson's Disease";journal;"20420080, 20908083";0,753;Q3;59;27;176;1232;491;176;2,15;45,63;50,27;0;1;Egypt;Africa/Middle East;"Hindawi Limited";"2010-2023";"Neurology (clinical) (Q2); Psychiatry and Mental Health (Q2); Neuroscience (miscellaneous) (Q3)";"Medicine; Neuroscience"
320;15518;"Epileptic Disorders";journal;"19506945, 12949361";0,749;Q2;64;125;369;3068;743;321;1,50;24,54;43,93;0;8;United States;Northern America;"John Wiley & Sons Inc.";"1999-2023";"Medicine (miscellaneous) (Q2); Neurology (Q2); Neurology (clinical) (Q2)";"Medicine; Neuroscience"
321;16732;"Journal of Molecular Neuroscience";journal;"08958696, 15591166";0,747;Q3;100;80;663;4105;1955;654;2,94;51,31;47,77;0;13;United States;Northern America;"Humana Press";"1989-2023";"Medicine (miscellaneous) (Q2); Cellular and Molecular Neuroscience (Q3)";"Medicine; Neuroscience"
322;22633;"Learning Disability Quarterly";journal;"07319487, 2168376X";0,746;Q3;60;37;75;1984;152;69;2,07;53,62;66,09;1;33;United States;Northern America;"SAGE Publications Inc.";"1978-2023";"Education (Q1); Health Professions (miscellaneous) (Q1); Behavioral Neuroscience (Q3)";"Health Professions; Neuroscience; Social Sciences"
323;18046;"Neuroscience Letters";journal;"18727972, 03043940";0,745;Q3;188;393;1704;15955;4513;1693;2,69;40,60;42,98;0;46;Ireland;Western Europe;"Elsevier Ireland Ltd";"1975-2023";"Neuroscience (miscellaneous) (Q3)";"Neuroscience"
324;21100825161;"AIMS Neuroscience";journal;"23737972";0,744;Q3;18;32;88;1511;263;81;3,32;47,22;42,37;0;4;United States;Northern America;"AIMS Press";"2014-2023";"Neuroscience (miscellaneous) (Q3)";"Neuroscience"
325;13820;"Current Eye Research";journal;"14602202, 02713683";0,741;Q2;89;154;675;6235;1504;654;1,99;40,49;44,53;0;13;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1981-2023";"Ophthalmology (Q2); Sensory Systems (Q2); Cellular and Molecular Neuroscience (Q3)";"Medicine; Neuroscience"
326;21101092965;"Neuronal Signaling";journal;"20596553";0,740;Q3;17;9;79;1678;172;73;3,02;186,44;51,28;0;2;United Kingdom;Western Europe;"Portland Press Ltd";"2017-2023";"Cellular and Molecular Neuroscience (Q3)";"Neuroscience"
327;6400153136;"BioPsychoSocial Medicine";journal;"17510759";0,737;Q3;38;39;80;1420;206;79;2,48;36,41;40,89;0;9;United Kingdom;Western Europe;"BioMed Central Ltd";"2007-2023";"Psychiatry and Mental Health (Q2); Psychology (miscellaneous) (Q2); Social Psychology (Q2); Biological Psychiatry (Q3)";"Medicine; Neuroscience; Psychology"
328;18075;"Neurotoxicology and Teratology";journal;"08920362, 18729738";0,737;Q3;111;44;157;2821;461;151;2,79;64,11;61,41;1;15;United States;Northern America;"Elsevier Inc.";"1987-2023";"Toxicology (Q2); Cellular and Molecular Neuroscience (Q3); Developmental Neuroscience (Q3)";"Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
329;16746;"Journal of Neurogenetics";journal;"15635260, 01677063";0,736;Q3;42;15;114;683;202;110;1,74;45,53;37,74;0;2;United Kingdom;Western Europe;"Informa Healthcare";"1983-1987, 1989-2023";"Genetics (Q2); Cellular and Molecular Neuroscience (Q3)";"Biochemistry, Genetics and Molecular Biology; Neuroscience"
330;19384;"Seminars in Neurology";journal;"10989021, 02718235";0,734;Q2;84;85;238;7853;602;207;1,59;92,39;37,01;0;30;United States;Northern America;"Thieme Medical Publishers, Inc.";"1984, 1986-2023";"Neurology (Q2); Neurology (clinical) (Q2)";"Medicine; Neuroscience"
331;21100853991;"Movement Disorders Clinical Practice";journal;"23301619";0,731;Q2;37;326;682;7906;1352;457;1,78;24,25;47,17;4;18;United States;Northern America;"John Wiley and Sons Ltd";"2014-2023";"Neurology (Q2); Neurology (clinical) (Q2)";"Medicine; Neuroscience"
332;19560;"Stress";journal;"16078888, 10253890";0,731;Q2;94;35;224;2276;563;221;2,39;65,03;49,20;0;5;United Kingdom;Western Europe;"Informa Healthcare";"1996-2023";"Endocrine and Autonomic Systems (Q2); Neuropsychology and Physiological Psychology (Q2); Physiology (Q2); Psychiatry and Mental Health (Q2); Behavioral Neuroscience (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience; Psychology"
333;19700175168;"Frontiers in Computational Neuroscience";journal;"16625188";0,730;Q3;71;144;443;7938;1254;428;2,39;55,13;28,51;0;13;Switzerland;Western Europe;"Frontiers Media SA";"2007-2023";"Cellular and Molecular Neuroscience (Q3); Neuroscience (miscellaneous) (Q3)";"Neuroscience"
334;4000151608;"Psychiatry Investigation";journal;"17383684";0,726;Q3;52;141;412;6400;1084;398;1,98;45,39;47,21;1;44;South Korea;Asiatic Region;"Korean Neuropsychiatric Association";"2006-2023";"Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3)";"Medicine; Neuroscience"
335;14180;"Neuropeptides";journal;"15322785, 01434179";0,716;Q2;79;48;173;4012;474;171;2,56;83,58;51,85;0;13;United States;Northern America;"Churchill Livingstone";"1980-2023";"Endocrinology (Q2); Medicine (miscellaneous) (Q2); Neurology (Q2); Cellular and Molecular Neuroscience (Q3); Endocrine and Autonomic Systems (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
336;21101038561;"Discover Oncology";journal;"27306011";0,715;Q3;44;230;228;12219;609;225;2,72;53,13;39,78;0;210;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2021-2023";"Endocrinology, Diabetes and Metabolism (Q2); Oncology (Q2); Cancer Research (Q3); Endocrine and Autonomic Systems (Q3); Endocrinology (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
337;18153;"Pain Research and Management";journal;"19181523, 12036765";0,713;Q2;69;58;371;2671;1080;366;2,49;46,05;41,94;0;5;Canada;Northern America;"Hindawi Limited";"1996-2023";"Anesthesiology and Pain Medicine (Q2); Neurology (Q2)";"Medicine; Neuroscience"
338;15514;"Epilepsy Research";journal;"09201211, 18726844";0,710;Q2;125;131;576;5453;1320;561;2,11;41,63;45,64;0;9;Netherlands;Western Europe;"Elsevier B.V.";"1987-2023";"Neurology (Q2); Neurology (clinical) (Q2)";"Medicine; Neuroscience"
339;17500155120;"Journal of Neuropsychology";journal;"17486653, 17486645";0,703;Q3;43;56;95;3242;219;93;2,37;57,89;54,87;0;6;United States;Northern America;"Wiley-Blackwell";"2007-2023";"Neuropsychology and Physiological Psychology (Q2); Behavioral Neuroscience (Q3); Cognitive Neuroscience (Q3)";"Neuroscience; Psychology"
340;21100432435;"Fatigue: Biomedicine, Health and Behavior";journal;"21641846, 21641862";0,702;Q3;21;14;57;585;139;54;2,53;41,79;62,12;0;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2013-2023";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2); Behavioral Neuroscience (Q3)";"Medicine; Neuroscience"
341;14857;"Cerebrovascular Diseases";journal;"14219786, 10159770";0,700;Q2;119;110;310;3401;712;287;2,25;30,92;34,38;0;93;Switzerland;Western Europe;"S. Karger AG";"1987-1988, 1991-2023";"Cardiology and Cardiovascular Medicine (Q2); Medicine (miscellaneous) (Q2); Neurology (Q2); Neurology (clinical) (Q2)";"Medicine; Neuroscience"
342;14836;"Canadian Journal of Neurological Sciences";journal;"03171671, 20570155";0,695;Q2;79;310;516;6737;839;294;1,65;21,73;40,16;2;83;United Kingdom;Western Europe;"Cambridge University Press";"1974-2023";"Medicine (miscellaneous) (Q2); Neurology (Q2); Neurology (clinical) (Q2)";"Medicine; Neuroscience"
343;23377;"Chemical Senses";journal;"0379864X, 14643553";0,694;Q2;112;46;163;2434;470;162;2,74;52,91;47,00;0;12;United Kingdom;Western Europe;"Oxford University Press";"1974-2023";"Physiology (Q2); Physiology (medical) (Q2); Sensory Systems (Q2); Behavioral Neuroscience (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
344;24806;"Neural Processing Letters";journal;"13704621, 1573773X";0,692;Q3;65;586;778;27290;2839;773;3,68;46,57;29,84;0;59;Netherlands;Western Europe;"Springer Netherlands";"1994-2023";"Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Software (Q2); Neuroscience (miscellaneous) (Q3)";"Computer Science; Neuroscience"
345;15800154701;"PM and R";journal;"19341482, 19341563";0,688;Q3;84;229;517;8110;1063;429;2,03;35,41;49,28;0;52;United States;Northern America;"Elsevier Inc.";"2009-2023";"Rehabilitation (Q1); Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Neurology (Q3); Sports Science (Q3)";"Health Professions; Medicine; Neuroscience"
346;21100786205;"Experimental Neurobiology";journal;"12262560, 20938144";0,687;Q3;31;35;108;2250;242;108;1,85;64,29;50,60;0;7;South Korea;Asiatic Region;"Korean Society for Brain and Neural Science";"2015-2023";"Neurology (clinical) (Q2); Cellular and Molecular Neuroscience (Q3)";"Medicine; Neuroscience"
347;12870;"Cognitive Neuropsychiatry";journal;"14640619, 13546805";0,680;Q3;68;30;94;1489;202;93;1,88;49,63;52,67;0;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-2023";"Psychiatry and Mental Health (Q2); Cognitive Neuroscience (Q3)";"Medicine; Neuroscience"
348;21101021076;"Current Behavioral Neuroscience Reports";journal;"21962979";0,680;Q3;30;11;57;611;122;57;2,14;55,55;52,78;0;2;United States;Northern America;"Springer International Publishing AG";"2014-2023";"Public Health, Environmental and Occupational Health (Q2); Behavioral Neuroscience (Q3)";"Medicine; Neuroscience"
349;21100902636;"Behavioral Science and Policy";journal;"23794607, 23794615";0,679;Q3;10;6;59;271;108;46;0,77;45,17;41,67;0;2;United States;Northern America;"Brookings Institution Press";"2018-2023";"Development (Q1); Human-Computer Interaction (Q2); Public Health, Environmental and Occupational Health (Q2); Behavioral Neuroscience (Q3)";"Computer Science; Medicine; Neuroscience; Social Sciences"
350;13625;"Audiology and Neurotology";journal;"14203030, 14219700";0,676;Q3;90;62;150;2217;294;147;1,90;35,76;42,90;0;12;Switzerland;Western Europe;"S. Karger AG";"1996-2023";"Otorhinolaryngology (Q1); Speech and Hearing (Q1); Medicine (miscellaneous) (Q2); Physiology (Q2); Sensory Systems (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Neuroscience"
351;21100213700;"Journal of Clinical Neurology (Korea";journal;"17386586, 20055013";0,673;Q3;56;99;334;2652;571;200;1,78;26,79;41,36;0;27;South Korea;Asiatic Region;"Korean Neurological Association";"2008-2023";"Neurology (clinical) (Q2); Neurology (Q3)";"Medicine; Neuroscience"
352;5700155920;"Focus on Autism and Other Developmental Disabilities";journal;"10883576, 15384829";0,672;Q3;78;28;68;1022;182;68;1,98;36,50;80,49;0;18;United States;Northern America;"SAGE Publications Inc.";"1986-2023";"Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2); Psychiatry and Mental Health (Q2); Cognitive Neuroscience (Q3); Neurology (Q3)";"Medicine; Neuroscience"
353;16670;"Journal of Chemical Neuroanatomy";journal;"18736300, 08910618";0,669;Q3;87;109;279;6614;785;277;2,72;60,68;41,88;0;24;Netherlands;Western Europe;"Elsevier B.V.";"1988-2023";"Cellular and Molecular Neuroscience (Q3)";"Neuroscience"
354;23358;"BMC Neuroscience";journal;"14712202";0,666;Q3;112;64;207;3548;527;207;2,39;55,44;50,94;0;11;United Kingdom;Western Europe;"BioMed Central Ltd";"2000-2023";"Neuroscience (miscellaneous) (Q3); Cellular and Molecular Neuroscience (Q4)";"Neuroscience"
355;16704;"Journal of ECT";journal;"10950680, 15334112";0,663;Q3;68;88;245;1598;276;144;0,99;18,16;37,93;0;9;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1998-2023";"Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2); Neuroscience (miscellaneous) (Q3)";"Medicine; Neuroscience"
356;21101082068;"Cerebral Circulation - Cognition and Behavior";journal;"26662450";0,662;Q3;6;33;71;1772;139;67;2,00;53,70;43,94;0;10;Netherlands;Western Europe;"Elsevier B.V.";"2020-2023";"Neurology (clinical) (Q2); Behavioral Neuroscience (Q3); Biological Psychiatry (Q3); Cognitive Neuroscience (Q3); Neurology (Q3)";"Medicine; Neuroscience"
357;21101173089;"Journal of Cognitive Enhancement";journal;"25093304, 25093290";0,658;Q3;27;24;119;1598;270;116;2,00;66,58;47,96;0;2;United States;Northern America;"Springer Nature";"2017-2023";"Experimental and Cognitive Psychology (Q2); Neuropsychology and Physiological Psychology (Q2); Behavioral Neuroscience (Q3); Cognitive Neuroscience (Q3)";"Neuroscience; Psychology"
358;21100394091;"Medical Gas Research";journal;"20459912";0,656;Q3;32;41;104;1490;296;91;2,88;36,34;40,61;0;17;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2011-2024";"Anesthesiology and Pain Medicine (Q2); Neuroscience (miscellaneous) (Q3)";"Medicine; Neuroscience"
359;145007;"Clinical EEG and Neuroscience";journal;"15500594";0,655;Q3;64;79;172;3839;442;167;2,18;48,59;37,62;1;10;United States;Northern America;"SAGE Publications Inc.";"1970-1985, 1988-2023";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Neurology (Q3)";"Medicine; Neuroscience"
360;16785;"Journal of NeuroVirology";journal;"15382443, 13550284";0,653;Q3;95;84;308;3796;758;303;2,38;45,19;46,42;2;60;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2023";"Neurology (clinical) (Q2); Virology (Q2); Neurology (Q3); Cellular and Molecular Neuroscience (Q4)";"Immunology and Microbiology; Medicine; Neuroscience"
361;21100199786;"International Neurourology Journal";journal;"20934777, 20936931";0,652;Q3;36;50;197;1318;327;161;1,50;26,36;27,63;0;6;South Korea;Asiatic Region;"Korean Association of Medical Journal Edirors";"2010-2023";"Neurology (clinical) (Q2); Urology (Q2); Neurology (Q3)";"Medicine; Neuroscience"
362;21101119538;"Clocks and Sleep";journal;"26245175";0,649;Q3;17;50;112;3601;303;110;2,53;72,02;47,35;1;9;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2019-2023";"Neurology (Q3); Neuroscience (miscellaneous) (Q3)";"Neuroscience"
363;25336;"Neurodegenerative Diseases";journal;"16602862, 16602854";0,648;Q3;67;15;68;919;189;68;1,93;61,27;49,45;0;2;Switzerland;Western Europe;"S. Karger AG";"2004-2023";"Neurology (clinical) (Q2); Neurology (Q3)";"Medicine; Neuroscience"
364;21101152881;"Frontiers in Pain Research";journal;"2673561X";0,646;Q3;13;201;362;12062;840;324;2,32;60,01;53,20;0;39;Switzerland;Western Europe;"Frontiers Media SA";"2020-2023";"Health Professions (miscellaneous) (Q1); Anesthesiology and Pain Medicine (Q2); Public Health, Environmental and Occupational Health (Q2); Neuroscience (miscellaneous) (Q3)";"Health Professions; Medicine; Neuroscience"
365;14340;"Brain Injury";journal;"1362301X, 02699052";0,645;Q3;119;116;548;5185;1099;538;1,55;44,70;55,44;1;26;United Kingdom;Western Europe;"Informa Healthcare";"1987-2023";"Developmental and Educational Psychology (Q2); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q3)";"Medicine; Neuroscience; Psychology"
366;21101047081;"Modern trends in psychiatry";journal;"2504124X, 25040464";0,644;Q3;21;0;12;0;21;11;1,75;0,00;0,00;0;0;Switzerland;Western Europe;"S. Karger AG";"2021";"Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3)";"Medicine; Neuroscience"
367;21100381004;"CNS oncology";journal;"20450915, 20450907";0,640;Q3;32;13;40;343;108;38;3,04;26,38;34,52;0;9;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2012-2023";"Neurology (Q3); Neurology (clinical) (Q3)";"Medicine; Neuroscience"
368;14500154734;"Evolutionary Intelligence";journal;"18645917, 18645909";0,638;Q3;36;180;408;8518;1451;401;3,40;47,32;30,86;0;42;Germany;Western Europe;"Springer Verlag";"2008-2023";"Computer Vision and Pattern Recognition (Q2); Mathematics (miscellaneous) (Q2); Artificial Intelligence (Q3); Cognitive Neuroscience (Q3)";"Computer Science; Mathematics; Neuroscience"
369;13744;"JARO - Journal of the Association for Research in Otolaryngology";journal;"14387573, 15253961";0,638;Q3;85;47;135;2706;314;133;2,46;57,57;36,49;0;1;United States;Northern America;"Springer New York";"2000-2023";"Otorhinolaryngology (Q2); Sensory Systems (Q3)";"Medicine; Neuroscience"
370;21101107951;"Comprehensive Psychoneuroendocrinology";journal;"26664976";0,636;Q3;10;41;138;2347;280;132;2,07;57,24;61,34;0;7;United Kingdom;Western Europe;"Elsevier Ltd";"2020-2023";"Psychiatry and Mental Health (Q2); Psychology (miscellaneous) (Q2); Biological Psychiatry (Q3); Endocrine and Autonomic Systems (Q3); Endocrinology, Diabetes and Metabolism (Q3); Immunology (Q3); Neurology (clinical) (Q3)";"Immunology and Microbiology; Medicine; Neuroscience; Psychology"
371;13844;"Documenta Ophthalmologica";journal;"15732622, 00124486";0,636;Q3;62;51;178;1413;391;167;2,64;27,71;46,31;0;5;Netherlands;Western Europe;"Springer Netherlands";"1938, 1948-1951, 1954-2023";"Ophthalmology (Q2); Physiology (medical) (Q3); Sensory Systems (Q3)";"Medicine; Neuroscience"
372;21101039875;"Journal of Alzheimer's Disease Reports";journal;"25424823";0,635;Q3;19;94;136;6440;341;136;2,50;68,51;47,85;0;15;Netherlands;Western Europe;"IOS Press BV";"2019-2023";"Clinical Psychology (Q2); Psychiatry and Mental Health (Q2); Geriatrics and Gerontology (Q3); Neuroscience (miscellaneous) (Q3)";"Medicine; Neuroscience; Psychology"
373;21100210905;"i-Perception";journal;"20416695";0,629;Q3;37;53;193;1953;416;192;2,33;36,85;32,56;0;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"2010-2023";"Ophthalmology (Q2); Artificial Intelligence (Q3); Experimental and Cognitive Psychology (Q3); Sensory Systems (Q3)";"Computer Science; Medicine; Neuroscience; Psychology"
374;19006;"Psychiatric Genetics";journal;"14735873, 09558829";0,629;Q3;64;26;91;1685;186;87;1,53;64,81;45,74;0;4;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1990-2023";"Psychiatry and Mental Health (Q2); Biological Psychiatry (Q3); Genetics (Q3); Genetics (clinical) (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
375;12100156320;"Mind, Brain, and Education";journal;"17512271, 1751228X";0,628;Q3;46;45;105;2490;272;93;2,30;55,33;67,69;0;13;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2008-2023";"Developmental and Educational Psychology (Q2); Education (Q2); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3)";"Neuroscience; Psychology; Social Sciences"
376;16750;"Journal of Neurolinguistics";journal;"18738052, 09116044";0,625;Q3;67;35;143;2777;338;141;1,74;79,34;61,29;0;1;United Kingdom;Western Europe;"Elsevier B.V.";"1985-1986, 1988-1992, 1994-2024";"Arts and Humanities (miscellaneous) (Q1); Linguistics and Language (Q1); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3)";"Arts and Humanities; Neuroscience; Psychology; Social Sciences"
377;21100239256;"PeerJ";journal;"21678359";0,623;Q3;110;2070;6300;122991;17062;6300;2,44;59,42;41,49;1;900;United States;Northern America;"PeerJ Inc.";"2013-2023";"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Neuroscience (miscellaneous) (Q3)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
378;24785;"Alcohol";journal;"18736823, 07418329";0,621;Q3;88;70;227;4212;508;223;2,21;60,17;45,31;0;43;United States;Northern America;"Elsevier Inc.";"1984-2023";"Health (social science) (Q2); Medicine (miscellaneous) (Q2); Toxicology (Q2); Behavioral Neuroscience (Q3); Biochemistry (Q3); Neurology (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience; Pharmacology, Toxicology and Pharmaceutics; Social Sciences"
379;23456;"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology";journal;"14321351, 03407594";0,621;Q3;102;94;187;6578;375;179;1,89;69,98;39,08;0;8;Germany;Western Europe;"Springer Verlag";"1974-2023";"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q2); Behavioral Neuroscience (Q3); Physiology (Q3)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Neuroscience"
380;4500151409;"CNS and Neurological Disorders - Drug Targets";journal;"18715273, 19963181";0,620;Q3;96;120;223;12672;632;207;2,79;105,60;41,97;2;28;United Arab Emirates;Middle East;"Bentham Science Publishers B.V.";"2006-2024";"Medicine (miscellaneous) (Q2); Pharmacology (Q2); Neuroscience (miscellaneous) (Q3)";"Medicine; Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
381;21100901748;"Behavioral Sciences";journal;"2076328X";0,616;Q3;46;1017;888;65048;2601;881;2,95;63,96;50,92;1;286;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2011-2023";"Development (Q2); Ecology, Evolution, Behavior and Systematics (Q2); Psychology (miscellaneous) (Q2); Behavioral Neuroscience (Q3); Genetics (Q3)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Neuroscience; Psychology; Social Sciences"
382;17100154713;"Prion";journal;"19336896, 1933690X";0,614;Q4;50;17;70;767;156;68;1,72;45,12;48,62;0;7;United States;Northern America;"Landes Bioscience";"2007-2023";"Infectious Diseases (Q2); Biochemistry (Q3); Cell Biology (Q3); Cellular and Molecular Neuroscience (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
383;15585;"Experimental Brain Research";journal;"14321106, 00144819";0,613;Q3;188;223;791;12169;1516;784;1,79;54,57;40,92;0;25;Germany;Western Europe;"Springer Verlag";"1966-2023";"Neuroscience (miscellaneous) (Q3)";"Neuroscience"
384;19228;"Restorative Neurology and Neuroscience";journal;"18783627, 09226028";0,612;Q3;85;11;82;871;174;82;1,56;79,18;71,74;0;3;Netherlands;Western Europe;"IOS Press BV";"1989-2023";"Developmental Neuroscience (Q3); Neurology (Q3); Neurology (clinical) (Q3)";"Medicine; Neuroscience"
385;13845;"Bulletin of Mathematical Biology";journal;"00928240, 15229602";0,610;Q3;97;122;406;6141;892;403;2,14;50,34;32,31;0;58;United States;Northern America;"Springer New York";"1973-2023";"Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Computational Theory and Mathematics (Q2); Environmental Science (miscellaneous) (Q2); Mathematics (miscellaneous) (Q2); Pharmacology (Q2); Immunology (Q3); Neuroscience (miscellaneous) (Q3)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Computer Science; Environmental Science; Immunology and Microbiology; Mathematics; Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
386;16683;"Journal of Clinical Neuroscience";journal;"09675868, 15322653";0,609;Q3;98;265;1725;8046;3263;1602;1,91;30,36;28,46;1;68;United States;Northern America;"Churchill Livingstone";"1994-2023";"Medicine (miscellaneous) (Q2); Surgery (Q2); Neurology (Q3); Neurology (clinical) (Q3); Physiology (medical) (Q3)";"Medicine; Neuroscience"
387;21101134737;"Neuroimage: Reports";journal;"26669560";0,607;Q3;8;42;129;2730;208;128;1,61;65,00;39,93;0;4;United States;Northern America;"Elsevier Inc.";"2021-2023";"Neurology (Q3); Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3)";"Medicine; Neuroscience"
388;19700188446;"International Journal of Endocrinology";journal;"16878337, 16878345";0,604;Q3;79;67;504;2759;1291;504;2,30;41,18;46,71;0;30;United States;Northern America;"Hindawi Publishing Corporation";"2009-2023";"Endocrine and Autonomic Systems (Q3); Endocrinology (Q3); Endocrinology, Diabetes and Metabolism (Q3)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
389;15165;"Vision Research";journal;"18785646, 00426989";0,602;Q3;184;100;348;6003;681;341;1,76;60,03;39,33;0;3;United Kingdom;Western Europe;"Elsevier Ltd";"1961-2023";"Ophthalmology (Q2); Sensory Systems (Q3)";"Medicine; Neuroscience"
390;21336;"NeuroImmunoModulation";journal;"14230216, 10217401";0,600;Q3;74;31;114;2232;268;110;2,38;72,00;45,88;0;8;Switzerland;Western Europe;"S. Karger AG";"1994-2002, 2004-2023";"Endocrine and Autonomic Systems (Q3); Endocrinology (Q3); Immunology (Q3); Neurology (Q3)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Neuroscience"
391;21100238622;"Biomolecular Concepts";journal;"1868503X, 18685021";0,592;Q4;44;10;70;538;219;70;2,84;53,80;49,06;0;4;Germany;Western Europe;"Walter de Gruyter GmbH";"2010-2023";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Cellular and Molecular Neuroscience (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
392;21101082069;"Brain Multiphysics";journal;"26665220";0,591;Q3;8;25;43;1720;128;43;2,86;68,80;18,99;0;2;Netherlands;Western Europe;"Elsevier B.V.";"2020-2023";"Biomedical Engineering (Q2); Neuroscience (miscellaneous) (Q3)";"Engineering; Neuroscience"
393;21100810658;"Paladyn";journal;"20814836";0,589;Q3;26;28;74;1041;254;73;3,40;37,18;51,56;0;13;Poland;Eastern Europe;"Walter de Gruyter GmbH";"2010-2023";"Artificial Intelligence (Q3); Behavioral Neuroscience (Q3); Cognitive Neuroscience (Q3); Developmental Neuroscience (Q3); Human-Computer Interaction (Q3)";"Computer Science; Neuroscience"
394;15428;"Journal of Communication Disorders";journal;"00219924, 18737994";0,588;Q3;76;57;197;3433;431;188;2,07;60,23;71,21;0;15;United States;Northern America;"Elsevier Inc.";"1967-2023";"Linguistics and Language (Q1); LPN and LVN (Q1); Speech and Hearing (Q2); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3)";"Health Professions; Neuroscience; Nursing; Psychology; Social Sciences"
395;28222;"Journal of Neuroscience Nursing";journal;"08880395";0,588;Q3;50;50;193;1003;285;164;1,33;20,06;72,14;0;18;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1986-2023";"Medical and Surgical Nursing (Q1); Surgery (Q2); Endocrine and Autonomic Systems (Q3); Neurology (clinical) (Q3)";"Medicine; Neuroscience; Nursing"
396;21101065235;"Clinical Parkinsonism and Related Disorders";journal;"25901125";0,587;Q4;13;57;142;1459;250;127;1,68;25,60;44,67;0;3;United Kingdom;Western Europe;"Elsevier Ltd";"2019-2023";"Neurology (clinical) (Q3); Cellular and Molecular Neuroscience (Q4)";"Medicine; Neuroscience"
