Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
478;26988;"Luminescence";journal;"15227243, 15227235";0,451;Q2;54;204;605;10144;1853;605;3,15;49,73;42,04;0;39;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1997-2023";"Chemistry (miscellaneous) (Q2); Biophysics (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
479;26491;"Synlett";journal;"09365214, 14372096";0,450;Q3;141;514;1085;24731;1709;1077;1,60;48,11;29,43;0;22;Germany;Western Europe;"Georg Thieme Verlag";"1989-2023";"Organic Chemistry (Q3)";"Chemistry"
480;16423;"Chemie-Ingenieur-Technik";journal;"15222640, 0009286X";0,449;Q2;47;214;597;7729;1124;544;1,59;36,12;24,97;0;58;Germany;Western Europe;"John Wiley and Sons Inc.";"1949-2023";"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Industrial and Manufacturing Engineering (Q2)";"Chemical Engineering; Chemistry; Engineering"
481;21100316020;"Crystals";journal;"20734352";0,449;Q2;64;1695;4587;80836;11621;4474;2,50;47,69;32,26;0;266;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2010-2023";"Chemical Engineering (miscellaneous) (Q2); Condensed Matter Physics (Q2); Inorganic Chemistry (Q2); Materials Science (miscellaneous) (Q2)";"Chemical Engineering; Chemistry; Materials Science; Physics and Astronomy"
482;21188;"Journal of Sol-Gel Science and Technology";journal;"15734846, 09280707";0,448;Q2;102;321;788;15279;2152;774;2,51;47,60;35,86;0;70;Netherlands;Western Europe;"Springer Netherlands";"1993-2023";"Ceramics and Composites (Q2); Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2); Materials Chemistry (Q2); Biomaterials (Q3)";"Chemistry; Materials Science; Physics and Astronomy"
483;27027;"Applied Physics A: Materials Science and Processing";journal;"14320630, 09478396";0,446;Q2;164;857;2994;40286;8149;2991;2,56;47,01;29,40;0;171;Germany;Western Europe;"Springer Heidelberg";"1988, 1995-2023";"Chemistry (miscellaneous) (Q2); Materials Science (miscellaneous) (Q2)";"Chemistry; Materials Science"
484;144862;"Fibers and Polymers";journal;"12299197";0,446;Q2;71;369;1045;15267;2722;1045;2,45;41,37;36,76;0;60;South Korea;Asiatic Region;"Korean Fiber Society";"2000-2023";"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Polymers and Plastics (Q2)";"Chemical Engineering; Chemistry; Materials Science"
485;21101038537;"SynOpen";journal;"25099396";0,446;Q3;11;75;90;4509;173;89;2,10;60,12;34,25;0;9;Germany;Western Europe;"Georg Thieme Verlag";"2017-2023";"Materials Science (miscellaneous) (Q2); Biomaterials (Q3); Catalysis (Q3); Organic Chemistry (Q3)";"Chemical Engineering; Chemistry; Materials Science"
486;25857;"Flavour and Fragrance Journal";journal;"10991026, 08825734";0,445;Q2;84;42;159;1922;487;159;2,97;45,76;46,26;0;5;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1985-2023";"Chemistry (miscellaneous) (Q2); Food Science (Q2)";"Agricultural and Biological Sciences; Chemistry"
487;21744;"Planta Medica";journal;"14390221, 00320943";0,445;Q2;135;86;416;4012;1010;407;2,07;46,65;45,17;0;26;Germany;Western Europe;"Georg Thieme Verlag";"1961, 1965-2023";"Analytical Chemistry (Q2); Complementary and Alternative Medicine (Q2); Pharmaceutical Science (Q2); Drug Discovery (Q3); Molecular Medicine (Q3); Organic Chemistry (Q3); Pharmacology (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
488;13540;"Advances in Polymer Technology";journal;"07306679, 10982329";0,443;Q3;54;45;222;2316;635;220;2,10;51,47;38,67;0;13;United States;Northern America;"John Wiley & Sons Inc.";"1981-2023";"Chemical Engineering (miscellaneous) (Q2); Polymers and Plastics (Q2); Organic Chemistry (Q3)";"Chemical Engineering; Chemistry; Materials Science"
489;26584;"Chemical Physics";journal;"03010104";0,439;Q3;132;269;849;13154;1951;845;2,22;48,90;33,83;0;52;Netherlands;Western Europe;"Elsevier B.V.";"1973-2024";"Physics and Astronomy (miscellaneous) (Q2); Physical and Theoretical Chemistry (Q3)";"Chemistry; Physics and Astronomy"
490;16948;"Chirality";journal;"1520636X, 08990042";0,438;Q2;83;87;326;4801;782;321;2,77;55,18;28,02;0;4;United States;Northern America;"Wiley-Liss Inc.";"1989-2023";"Analytical Chemistry (Q2); Catalysis (Q3); Drug Discovery (Q3); Organic Chemistry (Q3); Pharmacology (Q3); Spectroscopy (Q3)";"Chemical Engineering; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
491;14123;"Lipids";journal;"15589307, 00244201";0,438;Q3;132;24;135;1015;259;132;2,23;42,29;44,67;1;13;Germany;Western Europe;"John Wiley & Sons Inc.";"1966-2023";"Biochemistry (Q3); Organic Chemistry (Q3); Cell Biology (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
492;4000148108;"Journal of Chemical Health and Safety";journal;"18715532, 18780504";0,437;Q2;30;60;160;2447;386;136;2,74;40,78;33,52;0;8;United States;Northern America;"American Chemical Society";"2006-2023";"Chemistry (miscellaneous) (Q2); Chemical Health and Safety (Q3); Public Health, Environmental and Occupational Health (Q3)";"Chemical Engineering; Chemistry; Medicine"
493;21100443320;"Johnson Matthey Technology Review";journal;"20565135";0,435;Q3;59;51;140;1681;313;127;1,53;32,96;34,78;0;16;United Kingdom;Western Europe;"Johnson Matthey Public Limited Company";"2014-2023";"Metals and Alloys (Q2); Electrochemistry (Q3); Process Chemistry and Technology (Q3)";"Chemical Engineering; Chemistry; Materials Science"
494;21458;"Pure and Applied Chemistry";journal;"00334545, 13653075";0,435;Q2;163;100;315;5116;662;294;2,11;51,16;34,93;1;19;United States;Northern America;"Walter de Gruyter GmbH";"1960-2023";"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2)";"Chemical Engineering; Chemistry"
495;5300152528;"Journal of Essential Oil-Bearing Plants";journal;"0972060X";0,434;Q2;39;114;358;5502;900;358;2,33;48,26;41,76;0;26;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2003-2023";"Analytical Chemistry (Q2); Biochemistry (Q3); Organic Chemistry (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
496;145580;"International Journal of Peptide Research and Therapeutics";journal;"15733149, 15733904";0,433;Q3;45;102;643;7228;1540;641;2,37;70,86;44,25;0;43;Netherlands;Western Europe;"Springer Netherlands";"1996-2002, 2005-2023";"Analytical Chemistry (Q3); Biochemistry (Q3); Bioengineering (Q3); Drug Discovery (Q3); Molecular Medicine (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
497;24044;"Journal of Mass Spectrometry";journal;"10969888, 10765174";0,431;Q3;129;61;346;2262;728;320;1,99;37,08;45,38;0;8;United States;Northern America;"Wiley-Blackwell";"1995-2023";"Medicine (miscellaneous) (Q3); Spectroscopy (Q3)";"Chemistry; Medicine"
498;19700188217;"Bioanalysis";journal;"17576180, 17576199";0,430;Q3;70;121;442;4027;742;402;1,63;33,28;42,96;0;16;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2023";"Medical Laboratory Technology (Q2); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Analytical Chemistry (Q3); Clinical Biochemistry (Q3); Medicine (miscellaneous) (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics"
499;15432;"Bioscience, Biotechnology and Biochemistry";journal;"09168451, 13476947";0,430;Q3;134;176;792;4530;1390;775;1,50;25,74;33,19;0;33;United Kingdom;Western Europe;"Oxford University Press";"1988-1989, 1992-2023";"Analytical Chemistry (Q3); Applied Microbiology and Biotechnology (Q3); Biochemistry (Q3); Biotechnology (Q3); Medicine (miscellaneous) (Q3); Organic Chemistry (Q3); Molecular Biology (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Immunology and Microbiology; Medicine"
500;21101059012;"Chemistry Teacher International";journal;"25693263";0,429;Q2;10;52;100;1986;221;98;2,32;38,19;58,28;0;13;Germany;Western Europe;"Walter de Gruyter GmbH";"2019-2023";"Chemistry (miscellaneous) (Q2); Education (Q2)";"Chemistry; Social Sciences"
501;21101089335;"Chemistry (Switzerland)";journal;"26248549";0,426;Q2;14;176;275;10872;719;268;2,60;61,77;32,90;0;34;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2019-2023";"Chemistry (miscellaneous) (Q2); Inorganic Chemistry (Q2); Electrochemistry (Q3); Organic Chemistry (Q3)";"Chemistry"
502;24725;"Bulletin of the Korean Chemical Society";journal;"02532964, 12295949";0,425;Q2;66;124;646;6012;1131;646;2,08;48,48;41,29;0;31;United States;Northern America;"Wiley-Blackwell";"1996-2023";"Chemistry (miscellaneous) (Q2)";"Chemistry"
503;25828;"Colloid and Polymer Science";journal;"0303402X, 14351536";0,424;Q3;95;143;447;6535;1052;439;2,21;45,70;39,17;0;19;Germany;Western Europe;"Springer Verlag";"1974-2023";"Materials Chemistry (Q2); Polymers and Plastics (Q2); Colloid and Surface Chemistry (Q3); Physical and Theoretical Chemistry (Q3)";"Chemical Engineering; Chemistry; Materials Science"
504;13664;"Journal of Adhesion Science and Technology";journal;"15685616, 01694243";0,424;Q2;83;259;464;13078;1498;453;3,15;50,49;28,31;0;27;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1987-2023";"Chemistry (miscellaneous) (Q2); Materials Chemistry (Q2); Mechanics of Materials (Q2); Surfaces, Coatings and Films (Q2); Surfaces and Interfaces (Q3)";"Chemistry; Engineering; Materials Science; Physics and Astronomy"
505;12725;"Journal of Coatings Technology Research";journal;"19459645, 19353804";0,424;Q2;53;154;409;7457;1111;407;2,71;48,42;30,06;1;21;United States;Northern America;"Springer";"2004-2023";"Chemistry (miscellaneous) (Q2); Surfaces, Coatings and Films (Q2); Colloid and Surface Chemistry (Q3); Surfaces and Interfaces (Q3)";"Chemical Engineering; Chemistry; Materials Science; Physics and Astronomy"
506;23418;"Chemistry Letters";journal;"03667022, 13480715";0,423;Q2;124;211;1036;6858;1446;1035;1,46;32,50;22,81;0;23;Japan;Asiatic Region;"The Chemical Society of Japan";"1973, 1979, 1981, 1988, 1996-2023";"Chemistry (miscellaneous) (Q2)";"Chemistry"
507;24621;"Journal of Molecular Graphics and Modelling";journal;"10933263, 18734243";0,423;Q3;84;244;675;14248;1870;675;2,94;58,39;35,05;0;91;United States;Northern America;"Elsevier Inc.";"1997-2024";"Computer Graphics and Computer-Aided Design (Q2); Materials Chemistry (Q2); Physical and Theoretical Chemistry (Q3); Spectroscopy (Q3)";"Chemistry; Computer Science; Materials Science"
508;26952;"Journal of Dispersion Science and Technology";journal;"15322351, 01932691";0,420;Q3;67;478;619;24031;1667;619;2,69;50,27;40,04;0;97;United States;Northern America;"Taylor and Francis Ltd.";"1980-2023";"Polymers and Plastics (Q2); Surfaces, Coatings and Films (Q2); Physical and Theoretical Chemistry (Q3)";"Chemistry; Materials Science"
509;26881;"Combustion Science and Technology";journal;"1563521X, 00102202";0,416;Q2;88;414;564;16532;1238;563;2,22;39,93;27,51;1;61;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1969-2023";"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Physics and Astronomy (miscellaneous) (Q2); Energy Engineering and Power Technology (Q3); Fuel Technology (Q3)";"Chemical Engineering; Chemistry; Energy; Physics and Astronomy"
510;28545;"Journal of Nanoparticle Research";journal;"13880764, 1572896X";0,416;Q2;142;255;867;15434;2121;864;2,10;60,53;39,69;0;84;Netherlands;Western Europe;"Springer Netherlands";"1999-2023";"Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2); Atomic and Molecular Physics, and Optics (Q3); Bioengineering (Q3); Modeling and Simulation (Q3); Nanoscience and Nanotechnology (Q3)";"Chemical Engineering; Chemistry; Materials Science; Mathematics; Physics and Astronomy"
511;21101042312;"Colloids and Interfaces";journal;"25045377";0,415;Q2;27;70;187;4223;466;186;2,42;60,33;41,52;0;9;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2017-2023";"Chemistry (miscellaneous) (Q2); Colloid and Surface Chemistry (Q3)";"Chemical Engineering; Chemistry"
512;29886;"Solid State Communications";journal;"00381098";0,414;Q2;142;279;785;11987;1754;784;2,23;42,96;31,32;0;24;United Kingdom;Western Europe;"Elsevier Ltd";"1963-2023";"Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q2); Materials Chemistry (Q2)";"Chemistry; Materials Science; Physics and Astronomy"
513;25881;"JAOCS, Journal of the American Oil Chemists' Society";journal;"15589331, 0003021X";0,412;Q3;135;116;312;5175;681;305;2,18;44,61;38,79;0;21;Germany;Western Europe;"John Wiley & Sons Inc.";"1947-2023";"Chemical Engineering (miscellaneous) (Q2); Organic Chemistry (Q3)";"Chemical Engineering; Chemistry"
514;18384;"Medicinal Chemistry Research";journal;"10542523, 15548120";0,410;Q3;59;175;515;9799;1387;508;2,79;55,99;38,98;0;96;United States;Northern America;"Birkhauser Boston";"1994, 1996-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Organic Chemistry (Q3)";"Chemistry; Pharmacology, Toxicology and Pharmaceutics"
515;24819;"Natural Product Research";journal;"14786427, 14786419";0,410;Q3;71;1187;2587;29378;6297;2577;2,29;24,75;45,08;0;350;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2003-2023";"Plant Science (Q2); Analytical Chemistry (Q3); Biochemistry (Q3); Organic Chemistry (Q3)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry"
516;21100869886;"Current Chemistry Letters";journal;"1927730X, 19277296";0,409;Q2;19;78;105;3453;432;104;4,82;44,27;33,16;0;18;Canada;Northern America;"Growing Science";"2017-2023";"Chemistry (miscellaneous) (Q2)";"Chemistry"
517;21101024044;"Magnetochemistry";journal;"23127481";0,409;Q2;30;231;421;13387;1246;413;2,58;57,95;31,46;0;31;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2015-2023";"Chemistry (miscellaneous) (Q2); Materials Chemistry (Q2); Electronic, Optical and Magnetic Materials (Q3)";"Chemistry; Materials Science"
518;25865;"High Performance Polymers";journal;"09540083, 13616412";0,407;Q3;47;85;328;3796;764;326;2,08;44,66;34,59;0;18;United Kingdom;Western Europe;"SAGE Publications Ltd";"1989-2023";"Materials Chemistry (Q2); Polymers and Plastics (Q2); Organic Chemistry (Q3)";"Chemistry; Materials Science"
519;26512;"Tetrahedron";journal;"14645416, 00404020";0,406;Q3;236;380;1380;19469;2880;1375;2,22;51,23;32,72;0;38;United Kingdom;Western Europe;"Elsevier Ltd";"1957-2023";"Biochemistry (Q3); Drug Discovery (Q3); Organic Chemistry (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
520;16396;"Chemical Engineering and Technology";journal;"09307516, 15214125";0,405;Q2;95;294;788;11618;1682;775;1,84;39,52;30,81;0;112;Germany;Western Europe;"Wiley-VCH Verlag";"1978, 1987-2023";"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Industrial and Manufacturing Engineering (Q2)";"Chemical Engineering; Chemistry; Engineering"
521;130069;"Chemistry and Biodiversity";journal;"16121872, 16121880";0,405;Q2;83;783;1097;39727;2926;1095;2,47;50,74;42,77;0;269;United States;Northern America;"Wiley-Blackwell";"2004-2023";"Chemistry (miscellaneous) (Q2); Biochemistry (Q3); Bioengineering (Q3); Medicine (miscellaneous) (Q3); Molecular Biology (Q4); Molecular Medicine (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Medicine"
522;21000196008;"Computational and Theoretical Chemistry";journal;"2210271X";0,405;Q3;98;356;895;19885;2448;894;2,83;55,86;32,01;0;66;Netherlands;Western Europe;"Elsevier B.V.";"2011-2023";"Condensed Matter Physics (Q2); Biochemistry (Q3); Physical and Theoretical Chemistry (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Physics and Astronomy"
523;21100921044;"Separations";journal;"22978739";0,405;Q3;27;598;769;30762;2121;750;2,70;51,44;42,63;0;209;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2016-2023";"Analytical Chemistry (Q3); Filtration and Separation (Q3)";"Chemical Engineering; Chemistry"
524;27550;"European Physical Journal E";journal;"12928941, 1292895X";0,404;Q2;102;130;322;6430;469;316;1,55;49,46;24,17;0;12;United States;Northern America;"Springer New York";"2000-2023";"Chemistry (miscellaneous) (Q2); Biophysics (Q3); Biotechnology (Q3); Materials Science (miscellaneous) (Q3); Medicine (miscellaneous) (Q3); Surfaces and Interfaces (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Materials Science; Medicine; Physics and Astronomy"
525;37473;"Gold Bulletin";journal;"00171557";0,398;Q2;67;17;53;696;102;53;2,29;40,94;50,00;0;5;Germany;Western Europe;"Springer Berlin";"1971-2023";"Inorganic Chemistry (Q2); Materials Science (miscellaneous) (Q3)";"Chemistry; Materials Science"
526;21100920033;"Mining, Metallurgy and Exploration";journal;"25243462, 25243470";0,397;Q2;36;182;564;6993;1153;558;1,94;38,42;23,48;0;26;Switzerland;Western Europe;"Springer International Publishing AG";"2019-2023";"Chemistry (miscellaneous) (Q2); Materials Chemistry (Q2); Mechanical Engineering (Q2); Metals and Alloys (Q2); Control and Systems Engineering (Q3); Geotechnical Engineering and Engineering Geology (Q3)";"Chemistry; Earth and Planetary Sciences; Engineering; Materials Science"
527;24705;"Liquid Crystals";journal;"02678292, 13665855";0,395;Q2;82;247;617;11200;1367;608;2,39;45,34;36,03;0;5;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1986-2023";"Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q3); Materials Science (miscellaneous) (Q3)";"Chemistry; Materials Science; Physics and Astronomy"
528;12142;"International Journal of Mass Spectrometry";journal;"13873806";0,394;Q3;122;99;385;4284;671;373;1,66;43,27;34,00;0;8;Netherlands;Western Europe;"Elsevier B.V.";"1998-2023";"Condensed Matter Physics (Q3); Instrumentation (Q3); Physical and Theoretical Chemistry (Q3); Spectroscopy (Q3)";"Chemistry; Physics and Astronomy"
529;21101034465;"Iranian Journal of Mathematical Chemistry";journal;"20089015, 22286489";0,394;Q2;9;19;59;432;69;59;1,16;22,74;20,00;0;1;Iran;Middle East;"University of Kashan";"2019-2023";"Chemistry (miscellaneous) (Q2); Applied Mathematics (Q3)";"Chemistry; Mathematics"
530;24127;"International Journal of Quantum Chemistry";journal;"1097461X, 00207608";0,393;Q3;116;200;778;10773;1714;767;2,36;53,87;31,55;0;28;United States;Northern America;"John Wiley & Sons Inc.";"1967-2023";"Atomic and Molecular Physics, and Optics (Q3); Condensed Matter Physics (Q3); Physical and Theoretical Chemistry (Q3)";"Chemistry; Physics and Astronomy"
531;23412;"Journal of AOAC International";journal;"10603271";0,393;Q3;100;170;543;1757;958;534;1,73;10,34;45,97;1;36;United States;Northern America;"AOAC International";"1993-2023";"Agronomy and Crop Science (Q2); Food Science (Q2); Analytical Chemistry (Q3); Environmental Chemistry (Q3); Pharmacology (Q3)";"Agricultural and Biological Sciences; Chemistry; Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
532;17500155003;"Records of Natural Products";journal;"13076167";0,392;Q3;41;100;184;3912;437;183;2,44;39,12;45,40;0;25;Turkey;Middle East;"ACG Publications";"2009-2023";"Plant Science (Q2); Drug Discovery (Q3); Organic Chemistry (Q3); Pharmacology (Q3)";"Agricultural and Biological Sciences; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
533;21999;"Vibrational Spectroscopy";journal;"09242031";0,392;Q3;90;98;350;4655;950;349;2,79;47,50;34,57;0;13;Netherlands;Western Europe;"Elsevier B.V.";"1990-2023";"Spectroscopy (Q3)";"Chemistry"
534;21100924897;"Journal of Analytical Science and Technology";journal;"20933134, 20933371";0,391;Q2;34;49;159;1755;386;158;2,39;35,82;38,00;0;15;United Kingdom;Western Europe;"SpringerOpen";"2013-2023";"Chemistry (miscellaneous) (Q2); Environmental Science (miscellaneous) (Q2); Physics and Astronomy (miscellaneous) (Q2); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Materials Science (miscellaneous) (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Environmental Science; Materials Science; Physics and Astronomy"
535;24667;"Journal of Wood Chemistry and Technology";journal;"15322319, 02773813";0,391;Q2;52;32;110;1540;237;108;1,97;48,13;40,00;0;2;United States;Northern America;"Taylor and Francis Ltd.";"1981-2023";"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q2); Materials Science (miscellaneous) (Q3)";"Chemical Engineering; Chemistry; Materials Science"
536;26925;"International Journal of Chemical Kinetics";journal;"10974601, 05388066";0,390;Q2;76;65;245;3122;447;241;1,72;48,03;30,83;0;9;United States;Northern America;"John Wiley & Sons Inc.";"1969-2023";"Inorganic Chemistry (Q2); Biochemistry (Q3); Organic Chemistry (Q3); Physical and Theoretical Chemistry (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
537;25282;"Journal of Fluorescence";journal;"15734994, 10530509";0,390;Q3;81;423;560;19879;1671;559;2,88;47,00;42,98;0;77;United States;Northern America;"Springer New York";"1991-2023";"Biochemistry (Q3); Clinical Biochemistry (Q3); Spectroscopy (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemistry"
538;21100204120;"Journal of Analytical Methods in Chemistry";journal;"20908873, 20908865";0,387;Q3;38;39;294;1665;753;294;2,35;42,69;47,87;0;3;United States;Northern America;"Hindawi Publishing Corporation";"2012-2023";"Chemical Engineering (miscellaneous) (Q2); Analytical Chemistry (Q3); Computer Science Applications (Q3); Instrumentation (Q3)";"Chemical Engineering; Chemistry; Computer Science; Physics and Astronomy"
539;21101118500;"Journal of Chromatography Open";journal;"27723917";0,387;Q3;8;30;70;1569;172;69;2,46;52,30;43,10;0;4;Netherlands;Western Europe;"Elsevier B.V.";"2021-2023";"Analytical Chemistry (Q3)";"Chemistry"
540;25270;"Inorganica Chimica Acta";journal;"18733255, 00201693";0,386;Q2;108;412;1554;24809;4063;1548;2,75;60,22;38,84;0;83;Netherlands;Western Europe;"Elsevier B.V.";"1967-2024";"Inorganic Chemistry (Q2); Materials Chemistry (Q3); Physical and Theoretical Chemistry (Q3)";"Chemistry; Materials Science"
541;23942;"Biomedical Chromatography";journal;"10990801, 02693879";0,384;Q3;71;241;770;8054;1514;767;1,94;33,42;44,38;0;48;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1986-2023";"Analytical Chemistry (Q3); Biochemistry (Q3); Clinical Biochemistry (Q3); Drug Discovery (Q3); Medicine (miscellaneous) (Q3); Pharmacology (Q3); Molecular Biology (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
542;24138;"Isotopes in Environmental and Health Studies";journal;"10256016, 14772639";0,383;Q2;47;31;116;1846;154;111;1,32;59,55;22,70;0;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2023";"Environmental Science (miscellaneous) (Q2); Inorganic Chemistry (Q2); Environmental Chemistry (Q3)";"Chemistry; Environmental Science"
543;24022;"Journal of Chemometrics";journal;"1099128X, 08869383";0,383;Q3;104;69;222;2387;479;204;1,61;34,59;36,73;0;2;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1987-2023";"Analytical Chemistry (Q3); Applied Mathematics (Q3)";"Chemistry; Mathematics"
544;25891;"Journal of Macromolecular Science - Pure and Applied Chemistry";journal;"10601325";0,382;Q3;58;76;266;3936;606;264;2,34;51,79;33,45;0;20;United States;Northern America;"Taylor and Francis Ltd.";"1992-2023";"Polymers and Plastics (Q2); Ceramics and Composites (Q3); Chemistry (miscellaneous) (Q3); Materials Chemistry (Q3)";"Chemistry; Materials Science"
545;5300152234;"Journal of the Iranian Chemical Society";journal;"1735207X, 17352428";0,382;Q3;55;251;891;13059;2270;890;2,58;52,03;37,11;0;64;Germany;Western Europe;"Springer Verlag";"2005-2023";"Chemistry (miscellaneous) (Q3)";"Chemistry"
546;22804;"Chemical Papers";journal;"03666352, 25857290";0,381;Q3;54;652;1549;31263;3738;1547;2,34;47,95;37,23;0;173;Switzerland;Western Europe;"Springer International Publishing AG";"1973, 1996-2023";"Chemical Engineering (miscellaneous) (Q2); Industrial and Manufacturing Engineering (Q2); Biochemistry (Q3); Chemistry (miscellaneous) (Q3); Materials Chemistry (Q3)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Engineering; Materials Science"
547;14228;"Progress in Rubber, Plastics and Recycling Technology";journal;"14777606, 14782413";0,381;Q3;23;30;69;1215;156;69;1,81;40,50;30,43;0;11;United Kingdom;Western Europe;"RAPRA Technology Ltd.";"2003-2023";"Chemical Engineering (miscellaneous) (Q2); Materials Chemistry (Q3); Organic Chemistry (Q3); Polymers and Plastics (Q3)";"Chemical Engineering; Chemistry; Materials Science"
548;24703;"Journal of Crystal Growth";journal;"00220248";0,379;Q2;165;323;1103;11397;2018;1094;1,78;35,28;28,09;0;30;Netherlands;Western Europe;"Elsevier B.V.";"1967-2024";"Inorganic Chemistry (Q2); Condensed Matter Physics (Q3); Materials Chemistry (Q3)";"Chemistry; Materials Science; Physics and Astronomy"
549;27286;"Main Group Metal Chemistry";journal;"21910219, 07921241";0,379;Q3;27;11;84;418;189;84;1,98;38,00;28,57;0;1;Germany;Western Europe;"Walter de Gruyter GmbH";"1988, 1994-2023";"Metals and Alloys (Q2); Chemistry (miscellaneous) (Q3); Condensed Matter Physics (Q3); Materials Chemistry (Q3)";"Chemistry; Materials Science; Physics and Astronomy"
550;25303;"Polyhedron";journal;"02775387";0,379;Q3;108;350;1493;19345;3637;1493;2,52;55,27;36,31;0;64;United Kingdom;Western Europe;"Elsevier Ltd";"1982-2023";"Inorganic Chemistry (Q3); Materials Chemistry (Q3); Physical and Theoretical Chemistry (Q3)";"Chemistry; Materials Science"
551;24528;"Solvent Extraction and Ion Exchange";journal;"15322262, 07366299";0,378;Q3;74;43;127;2100;288;124;2,10;48,84;30,61;0;7;United States;Northern America;"Taylor and Francis Ltd.";"1983-2023";"Chemical Engineering (miscellaneous) (Q2); Chemistry (miscellaneous) (Q3)";"Chemical Engineering; Chemistry"
552;21100878668;"Moroccan Journal of Chemistry";journal;"2351812X";0,377;Q3;15;75;236;3445;495;236;2,30;45,93;31,82;0;28;Morocco;Africa;"University Mohammed Premier Oujda";"2018-2023";"Chemistry (miscellaneous) (Q3)";"Chemistry"
553;21100850505;"ChemistrySelect";journal;"23656549";0,376;Q3;59;2110;5480;122318;11455;5477;1,91;57,97;38,58;0;634;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2016-2023";"Chemistry (miscellaneous) (Q3)";"Chemistry"
554;13089;"International Journal of Polymer Analysis and Characterization";journal;"15635341, 1023666X";0,376;Q3;54;49;150;1954;340;150;2,14;39,88;30,86;0;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2023";"Analytical Chemistry (Q3); Chemical Engineering (miscellaneous) (Q3); Polymers and Plastics (Q3)";"Chemical Engineering; Chemistry; Materials Science"
